"Date","Suburb","Address","Price","Baths","Beds","DistanceTime.min.","Distance.km.","Status"
"12 Jan 2019","Inverell","9 Tingha Road, Inverell","$168,000"," 1"," 3",403.416666666667,561.941,"Sold"
"10 Jan 2019","Ashmont","6 Callaghan Street, Ashmont","$150,000"," 1"," 3",282.116666666667,459.492,"Sold"
"09 Jan 2019","Bribbaree","17 North Street, Bribbaree","$125,000"," 1"," 3",264.35,422.288,"Sold"
"09 Jan 2019","Corowa","12 ARMOUR STREET, Corowa","$115,000"," 1"," 3",359.533333333333,606.542,"Sold"
"08 Jan 2019","Menindee","39 Yartla Street, Menindee","$175,000"," 1"," 5",691.883333333333,1033.748,"Sold"
"08 Jan 2019","Corowa","54 Steel Street, Corowa","$138,000"," 1"," 3",359.533333333333,606.542,"Sold"
"08 Jan 2019","Gunnedah","5-7 Alford Road, Gunnedah","$120,000"," 1"," 2",295.566666666667,421.48,"Sold"
"07 Jan 2019","Dubbo","17 Cooinda Crescent, Dubbo","$163,000"," 1"," 3",278.883333333333,371.378,"Sold"
"07 Jan 2019","Stockinbingal","6 Dudauman street, Stockinbingal","$130,000"," 1"," 3",237.75,386.13,"Sold"
"07 Jan 2019","Coolamon","61 Cowabbie Street, Coolamon","$105,000"," 1"," 3",294.116666666667,467.039,"Sold"
"07 Jan 2019","Leeton","99 Cassia Road, Leeton","$100,000"," 1"," 3",355.416666666667,556.851,"Sold"
"02 Jan 2019","Corowa","37 Steel, Corowa","$158,000"," 1"," 3",359.533333333333,606.542,"Sold"
"01 Jan 2019","Glen Innes","196 Ferguson Street, Glen Innes","$170,000"," 1"," 2",401.983333333333,559.494,"Sold"
"01 Jan 2019","Tingha","13998 Guyra Road, Tingha","$83,000"," 1"," 2",398.183333333333,553.527,"Sold"
"31 Dec 2018","Gilgandra","134 Warren Road, Gilgandra","$116,000"," 1"," 3",311.166666666667,422.231,"Sold"
"27 Dec 2018","Woombah","Address available on request, Woombah","$147,000"," 1"," 1",423.6,654.27,"Sold"
"24 Dec 2018","Bingara","53 Cunningham Street, Bingara","$163,000"," 1"," 2",384.083333333333,547.077,"Sold"
"24 Dec 2018","West Tamworth","30 Green Street, West Tamworth","$150,000"," 1"," 3",278.066666666667,394.137,"Sold"
"24 Dec 2018","Illabo","41 Layton Street, Illabo","$125,000"," 1"," 3",259.833333333333,415.225,"Sold"
"22 Dec 2018","Ganmain","55 Park Street, Ganmain","$133,000"," 1"," 2",304.733333333333,482.076,"Sold"
"22 Dec 2018","Forbes","29 Patterson Street, Forbes","$90,000"," 1"," 2",275.683333333333,357.998,"Sold"
"21 Dec 2018","Tamworth","1 Kenny Drive, Tamworth","$140,000"," 1"," 4",279.066666666667,395.245,"Sold"
"21 Dec 2018","Hay","353 Macauley Street, Hay","$115,000"," 1"," 3",442.85,722.973,"Sold"
"21 Dec 2018","Nimmitabel","32 Wolfe Street, Nimmitabel","$100,000"," 1"," 4",278.916666666667,438.84,"Sold"
"21 Dec 2018","Bourke","75 Hope St, Bourke","$57,500"," 1"," 2",503.383333333333,741.707,"Sold"
"20 Dec 2018","Parkes","2 Moon Crescent, Parkes","$170,000"," 1"," 2",262.666666666667,340.97,"Sold"
"20 Dec 2018","Broken Hill","260 Sulphide Street, Broken Hill","$160,000"," 1"," 2",747.5,1126.84,"Sold"
"20 Dec 2018","Wellington","70 Pierce Street, Wellington","$145,000"," 1"," 2",258.633333333333,332.55,"Sold"
"20 Dec 2018","Warren","Address available on request, Warren","$135,000"," 1"," 3",354.566666666667,482.306,"Sold"
"20 Dec 2018","Tamworth","27 Petra Avenue, Tamworth","$130,000"," 1"," 2",279.066666666667,395.245,"Sold"
"20 Dec 2018","Berrigan","32-34 Chanter St, Berrigan","$125,000"," 1"," 1",393.616666666667,635.493,"Sold"
"20 Dec 2018","Barraba","26 Edward Street, Barraba","$122,000"," 1"," 3",345.666666666667,486.82,"Sold"
"20 Dec 2018","Broken Hill","122 Ryan Lane, Broken Hill","$71,500"," 1"," 3",747.5,1126.84,"Sold"
"20 Dec 2018","Moulamein","8 Turora Street, Moulamein","$60,000"," 1"," 3",496.516666666667,799.673,"Sold"
"19 Dec 2018","Junee","3024 Byrnes Road, Junee","$169,000"," 1"," 3",267.116666666667,435.263,"Sold"
"19 Dec 2018","Boggabri","82 Laidlaw Street, Boggabri","$165,000"," 1"," 2",321.15,459.858,"Sold"
"19 Dec 2018","Barham","16 Chester Street, Barham","$145,000"," 1"," 3",496.75,793.729,"Sold"
"19 Dec 2018","Forbes","19 Crouch Street, Forbes","$120,000"," 1"," 3",275.683333333333,357.998,"Sold"
"19 Dec 2018","Cowra","6 Belmore Street, Cowra","$117,500"," 1"," 3",231.566666666667,291.247,"Sold"
"19 Dec 2018","Campsie","51 Viking Street, Campsie","$100,000"," 1"," 2",28.8833333333333,19.164,"Sold"
"19 Dec 2018","Wee Waa","147 Rose Street, Wee Waa","$97,000"," 1"," 3",386.916666666667,555.855,"Sold"
"19 Dec 2018","Broken Hill","631 Lane Lane, Broken Hill","$95,000"," 2"," 4",747.5,1126.84,"Sold"
"19 Dec 2018","Rappville","12 Lyons Street, Rappville","$80,000"," 1"," 1",448.383333333333,687.567,"Sold"
"19 Dec 2018","Broken Hill","122 Jamieson Street, Broken Hill","$69,000"," 1"," 2",747.5,1126.84,"Sold"
"19 Dec 2018","Bendemeer","12 Charles  Street, Bendemeer","$57,500"," 1"," 1",306.483333333333,432.9,"Sold"
"17 Dec 2018","Tenterfield","153 Petrie Street, Tenterfield","$174,000"," 1"," 3",463.85,652.177,"Sold"
"17 Dec 2018","Inverell","114 Henderson Street, Inverell","$167,000"," 1"," 2",403.416666666667,561.941,"Sold"
"17 Dec 2018","Broken Hill","462 Lane Street, Broken Hill","$160,000"," 1"," 3",747.5,1126.84,"Sold"
"17 Dec 2018","Warren","Address available on request, Warren","$160,000"," 1"," 3",354.566666666667,482.306,"Sold"
"17 Dec 2018","Dubbo","18 Armstrong Crescent, Dubbo","$120,000"," 1"," 3",278.883333333333,371.378,"Sold"
"17 Dec 2018","Broken Hill","38 Wolfram Street, Broken Hill","$70,000"," 1"," 4",747.5,1126.84,"Sold"
"17 Dec 2018","Kooringal","29 Plumpton Road, Kooringal","$1,000"," 3"," 5",275,455.478,"Sold"
"16 Dec 2018","Glen Innes","104 West Ave, Glen Innes","$160,000"," 1"," 3",401.983333333333,559.494,"Sold"
"16 Dec 2018","Narrandera","22 Watermain Street, Narrandera","$146,000"," 1"," 3",334.233333333333,527.307,"Sold"
"14 Dec 2018","Griffith","36 Middleton Avenue, Griffith","$169,000"," 1"," 3",361.2,571.451,"Sold"
"14 Dec 2018","Kyogle","Address available on request, Kyogle","$155,000"," 1"," 3",473.9,730.484,"Sold"
"14 Dec 2018","Goulburn","108 Coromandel Street, Goulburn","$150,000"," 1"," 2",119.05,192.207,"Sold"
"14 Dec 2018","Parkes","383 Clarinda Street, Parkes","$141,000"," 1"," 3",262.666666666667,340.97,"Sold"
"14 Dec 2018","Berrigan","27-29 Chanter St, Berrigan","$120,000"," 1"," 1",393.616666666667,635.493,"Sold"
"14 Dec 2018","Broken Hill","54-56 Williams Street, Broken Hill","$120,000"," 1"," 5",747.5,1126.84,"Sold"
"14 Dec 2018","Grevillia","3164 Summerland Way, Grevillia","$115,000"," 1"," 1",502.233333333333,765.59,"Sold"
"14 Dec 2018","Inverell","20 Jack Street, Inverell","$90,000"," 1"," 1",403.416666666667,561.941,"Sold"
"14 Dec 2018","Barraba","24 Cherry Lane, Barraba","$45,000"," 1"," 2",345.666666666667,486.82,"Sold"
"13 Dec 2018","Forbes","11 Gunn Street, Forbes","$172,500"," 1"," 3",275.683333333333,357.998,"Sold"
"13 Dec 2018","Berridale","5 Bent Street, Berridale","$170,000"," 1"," 3",270.483333333333,431.256,"Sold"
"13 Dec 2018","Inverell","92 Lawrence Street, Inverell","$160,000"," 1"," 3",403.416666666667,561.941,"Sold"
"13 Dec 2018","Moree","26 Adelaide Street, Moree","$140,000"," 1"," 3",421.2,616.255,"Sold"
"13 Dec 2018","Delegate","41 Bombala Street, Delegate","$85,000"," 2"," 2",328.016666666667,518.137,"Sold"
"13 Dec 2018","Broken Hill","620 Beryl Street, Broken Hill","$67,000"," 1"," 3",747.5,1126.84,"Sold"
"12 Dec 2018","Kandos","12 Buchanan Street, Kandos","$165,000"," 1"," 2",173.6,214.224,"Sold"
"12 Dec 2018","Narromine","25 Ellengerah Street, Narromine","$122,000"," 1"," 3",306.483333333333,413.407,"Sold"
"11 Dec 2018","Glen Innes","62 Derby Street, Glen Innes","$175,000"," 1"," 3",401.983333333333,559.494,"Sold"
"11 Dec 2018","Murrumburrah","101 Binalong Street, Murrumburrah","$170,000"," 1"," 3",212.333333333333,344.056,"Sold"
"11 Dec 2018","Wellington","66 Maxwell Street, Wellington","$80,000"," 1"," 2",258.633333333333,332.55,"Sold"
"10 Dec 2018","West Tamworth","27 TINGIRA AVENUE, West Tamworth","$136,000"," 1"," 3",278.066666666667,394.137,"Sold"
"10 Dec 2018","Corowa","39 Vera Street, Corowa","$130,000"," 1"," 2",359.533333333333,606.542,"Sold"
"10 Dec 2018","Henty","7 Lyne Street, Henty","$110,000"," 1"," 3",311.45,523.978,"Sold"
"10 Dec 2018","Woodenbong","33 Richmond Street, Woodenbong","$110,000"," 1"," 2",521.216666666667,790.838,"Sold"
"10 Dec 2018","Narrandera","17 Elwin Street, Narrandera","$105,000"," 1"," 3",334.233333333333,527.307,"Sold"
"10 Dec 2018","Gilgandra","116 Myrtle Street, Gilgandra","$86,000"," 1"," 2",311.166666666667,422.231,"Sold"
"10 Dec 2018","Ungarie","42 Wollongough St, Ungarie","$85,000"," 1"," 3",338.333333333333,531.138,"Sold"
"10 Dec 2018","Bourke","91 Mertin Street, Bourke","$85,000"," 1"," 3",503.383333333333,741.707,"Sold"
"07 Dec 2018","Portland","11 Paine Street, Portland","$157,500"," 1"," 3",129.566666666667,146.976,"Sold"
"07 Dec 2018","Broken Hill","242 Garnet St, Broken Hill","$135,000"," 1"," 3",747.5,1126.84,"Sold"
"07 Dec 2018","Merriwa","27 Marquet Street, Merriwa","$82,000"," 1"," 3",208.3,300.727,"Sold"
"06 Dec 2018","Barraba","32 Savoy Street, Barraba","$147,000"," 1"," 3",345.666666666667,486.82,"Sold"
"06 Dec 2018","Tolland","162 Raye Street, Tolland","$141,000"," 1"," 3",279.833333333333,459.669,"Sold"
"06 Dec 2018","Wellington","12 Dibbs Street, Wellington","$135,000"," 1"," 3",258.633333333333,332.55,"Sold"
"06 Dec 2018","Parkes","10 Bollinger Street, Parkes","$132,000"," 1"," 3",262.666666666667,340.97,"Sold"
"06 Dec 2018","Broken Hill","506 Radium Street, Broken Hill","$122,000"," 1"," 3",747.5,1126.84,"Sold"
"06 Dec 2018","Batlow","10 Leaburn Avenue, Batlow","$105,000"," 1"," 2",269.433333333333,436.264,"Sold"
"05 Dec 2018","Myola","site 20 Myola Caravan Park, Myola","$155,000"," 1"," 1",165.466666666667,202.577,"Sold"
"05 Dec 2018","Dubbo","32 East Street, Dubbo","$152,000"," 1"," 3",278.883333333333,371.378,"Sold"
"05 Dec 2018","Dubbo","48 Alcheringa Street, Dubbo","$150,000"," 1"," 3",278.883333333333,371.378,"Sold"
"05 Dec 2018","Broken Hill","35 Mica Street, Broken Hill","$110,000"," 1"," 3",747.5,1126.84,"Sold"
"04 Dec 2018","Yanco","2-6 Hebden Street, Yanco","$165,000"," 1"," 2",354.533333333333,574.807,"Sold"
"04 Dec 2018","Jerilderie","45 Mahonga Street, Jerilderie","$150,000"," 2"," 3",382.816666666667,620.012,"Sold"
"04 Dec 2018","Upper Copmanhurst","2348 Clarence Way, Upper Copmanhurst","$150,000"," 1"," 3",406.8,629.405,"Sold"
"04 Dec 2018","Broken Hill","303 Sulphide Street, Broken Hill","$84,500"," 1"," 3",747.5,1126.84,"Sold"
"03 Dec 2018","Forbes","78 Wambat Street, Forbes","$173,000"," 1"," 2",275.683333333333,357.998,"Sold"
"03 Dec 2018","Junee","12 Illabo Road, Junee","$169,000"," 1"," 3",267.116666666667,435.263,"Sold"
"03 Dec 2018","Corowa","185 Hume Street, Corowa","$160,000"," 1"," 3",359.533333333333,606.542,"Sold"
"03 Dec 2018","Inverell","1 Coggan Place, Inverell","$160,000"," 1"," 4",403.416666666667,561.941,"Sold"
"03 Dec 2018","Walla Walla","22 Queen Street, Walla Walla","$135,000"," 1"," 4",324.266666666667,540.924,"Sold"
"03 Dec 2018","Kandos","65 Dangar Street, Kandos","$120,000"," 1"," 1",173.6,214.224,"Sold"
"03 Dec 2018","Clandulla","1 Canary Street, Clandulla","$120,000"," 1"," 3",168.533333333333,206.332,"Sold"
"03 Dec 2018","Inverell","20 Eugene Street, Inverell","$113,500"," 1"," 3",403.416666666667,561.941,"Sold"
"03 Dec 2018","Mathoura","12 Frome Street, Mathoura","$105,000"," 1"," 3",465.966666666667,743.786,"Sold"
"03 Dec 2018","Dalgety","3 Rutherford Street, Dalgety","$95,000"," 1"," 1",280.533333333333,446.539,"Sold"
"03 Dec 2018","Berrigan","120 Chanter St, Berrigan","$95,000"," 1"," 2",393.616666666667,635.493,"Sold"
"03 Dec 2018","Broken Hill","183 Zebina Street, Broken Hill","$85,000"," 1"," 3",747.5,1126.84,"Sold"
"03 Dec 2018","Mullaley","67 Nombi Street, Mullaley","$80,000"," 1"," 5",320.383333333333,456.584,"Sold"
"02 Dec 2018","Kooringal","52 Ziegler Avenue, Kooringal","$170,000"," 1"," 4",275,455.478,"Sold"
"02 Dec 2018","Dareton","13 Hawdon Street, Dareton","$63,000"," 2"," 2",627.55,1022.559,"Sold"
"01 Dec 2018","Curlewis","39-41 Pike Street, Curlewis","$99,000"," 1"," 2",280.316666666667,402.335,"Sold"
"30 Nov 2018","Springdale Heights","32 Aruma Crescent, Springdale Heights","$172,500"," 1"," 3",320.566666666667,545.366,"Sold"
"30 Nov 2018","Werris Creek","75 Henry Street, Werris Creek","$165,000"," 1"," 2",259.183333333333,360.294,"Sold"
"30 Nov 2018","Parkes","63 Bushman Street, Parkes","$127,000"," 1"," 4",262.666666666667,340.97,"Sold"
"30 Nov 2018","Binnaway","2-4 Myall St, Binnaway","$95,000"," 1"," 3",300.533333333333,409.048,"Sold"
"30 Nov 2018","Warialda","119 High Street, Warialda","$70,000"," 1"," 3",417.15,591.159,"Sold"
"30 Nov 2018","Bidwill","13  Bennett Grove, Bidwill","$1,000"," 2"," 5",27.1333333333333,26.152,"Sold"
"29 Nov 2018","Forbes","30 Scrivener Street, Forbes","$125,000"," 1"," 4",275.683333333333,357.998,"Sold"
"28 Nov 2018","Manilla","7 Kennedy Street, Manilla","$161,000"," 1"," 2",315.733333333333,442.39,"Sold"
"28 Nov 2018","Broken Hill","73 Argent Street, Broken Hill","$100,000"," 1"," 3",747.5,1126.84,"Sold"
"28 Nov 2018","Dubbo","32 Alcheringa Street, Dubbo","$81,000"," 1"," 2",278.883333333333,371.378,"Sold"
"27 Nov 2018","Coraki","39 Martin Street, Coraki","$162,000"," 1"," 3",459.033333333333,703.068,"Sold"
"27 Nov 2018","Broken Hill","29 Picton Street, Broken Hill","$65,000"," 1"," 3",747.5,1126.84,"Sold"
"26 Nov 2018","Lavington","451 Ashford Street, Lavington","$175,000"," 1"," 3",323.916666666667,547.278,"Sold"
"26 Nov 2018","Quirindi","36 Rose Street, Quirindi","$60,000"," 1"," 3",242.033333333333,339.247,"Sold"
"24 Nov 2018","Temora","76 Ashelford Street, Temora","$158,000"," 1"," 2",261.466666666667,420.465,"Sold"
"23 Nov 2018","Broken Hill","470 Cummins St, Broken Hill","$155,000"," 1"," 3",747.5,1126.84,"Sold"
"23 Nov 2018","Parkes","12 Jones Street, Parkes","$140,000"," 1"," 4",262.666666666667,340.97,"Sold"
"23 Nov 2018","Narrandera","5 Lake Drive, Narrandera","$130,000"," 2"," 4",334.233333333333,527.307,"Sold"
"23 Nov 2018","Tingha","20 Amethyst Street, Tingha","$75,000"," 1"," 4",398.183333333333,553.527,"Sold"
"22 Nov 2018","Broken Hill","274 Patton Street, Broken Hill","$83,500"," 1"," 2",747.5,1126.84,"Sold"
"21 Nov 2018","Broken Hill","81 Morgan Lane, Broken Hill","$160,000"," 1"," 4",747.5,1126.84,"Sold"
"21 Nov 2018","Narrandera","50 Frederica Street, Narrandera","$127,500"," 1"," 2",334.233333333333,527.307,"Sold"
"21 Nov 2018","Glen Innes","137 Lambeth, Glen Innes","$110,000"," 1"," 3",401.983333333333,559.494,"Sold"
"21 Nov 2018","Broken Hill","12 Morish St, Broken Hill","$106,000"," 1"," 2",747.5,1126.84,"Sold"
"21 Nov 2018","Woodstock","20 Bowen Street, Woodstock","$80,000"," 1"," 2",224.316666666667,273.085,"Sold"
"20 Nov 2018","Narrandera","68 Twynam Street, Narrandera","$174,000"," 2"," 2",334.233333333333,527.307,"Sold"
"20 Nov 2018","Manilla","18 Dewhurst Street, Manilla","$160,000"," 1"," 3",315.733333333333,442.39,"Sold"
"20 Nov 2018","Cootamundra","321 Parker Street, Cootamundra","$145,000"," 1"," 3",231.2,377.99,"Sold"
"20 Nov 2018","Wellington","187 Tarrawingee Road Mumbil via, Wellington","$132,500"," 1"," 2",258.633333333333,332.55,"Sold"
"20 Nov 2018","Somerton","110-126 Bloomfield Street, Somerton","$95,000"," 2"," 2",305.366666666667,431.975,"Sold"
"20 Nov 2018","Gilgandra","94 Miller Street, Gilgandra","$59,000"," 1"," 1",311.166666666667,422.231,"Sold"
"20 Nov 2018","Broken Hill","281 Zebina St, Broken Hill","$43,000"," 1"," 2",747.5,1126.84,"Sold"
"20 Nov 2018","Wee Waa","2-4 Empire Place, Wee Waa","$35,000"," 1"," 3",386.916666666667,555.855,"Sold"
"19 Nov 2018","Broken Hill","118 Ryan Street, Broken Hill","$170,000"," 2"," 3",747.5,1126.84,"Sold"
"19 Nov 2018","Glen Innes","130 Oliver Street, Glen Innes","$165,000"," 1"," 4",401.983333333333,559.494,"Sold"
"19 Nov 2018","Narrandera","42 Riverine Street, Narrandera","$152,000"," 1"," 3",334.233333333333,527.307,"Sold"
"19 Nov 2018","Emmaville","188 Moore Street, Emmaville","$120,000"," 1"," 2",452.083333333333,615.12,"Sold"
"19 Nov 2018","Warialda","62 Geddes Street, Warialda","$102,000"," 1"," 3",417.15,591.159,"Sold"
"19 Nov 2018","Wee Waa","19 Vera Leap Road, Wee Waa","$65,000"," 1"," 3",386.916666666667,555.855,"Sold"
"18 Nov 2018","Warialda","12 Crane Street, Warialda","$125,000"," 1"," 3",417.15,591.159,"Sold"
"17 Nov 2018","Bingara","32 Copeton Dam Road, Bingara","$156,500"," 1"," 4",384.083333333333,547.077,"Sold"
"16 Nov 2018","South Grafton","40 Hawthorne Street, South Grafton","$175,000"," 1"," 2",385.533333333333,600.403,"Sold"
"16 Nov 2018","Culcairn","72 Balfour Street, Culcairn","$160,000"," 1"," 3",309.683333333333,516.479,"Sold"
"16 Nov 2018","Werris Creek","29 Poole Street, Werris Creek","$148,000"," 1"," 2",259.183333333333,360.294,"Sold"
"16 Nov 2018","Goolgowi","11 Stipa Street, Goolgowi","$90,000"," 1"," 4",396.516666666667,621.492,"Sold"
"16 Nov 2018","Broken Hill","277 Eyre Street, Broken Hill","$55,000"," 1"," 2",747.5,1126.84,"Sold"
"15 Nov 2018","Warialda","100 High Street, Warialda","$158,000"," 1"," 2",417.15,591.159,"Sold"
"15 Nov 2018","Ganmain","12 Showground Road, Ganmain","$130,000"," 2"," 4",304.733333333333,482.076,"Sold"
"15 Nov 2018","Narrabri","15 Kate St, Narrabri","$125,000"," 1"," 2",355.616666666667,515.023,"Sold"
"15 Nov 2018","Inverell","1734 Yetman Road, Inverell","$98,000"," 1"," 2",403.416666666667,561.941,"Sold"
"15 Nov 2018","Koorawatha","37 Lachlan Street, Koorawatha","$77,500"," 1"," 1",246.466666666667,316.216,"Sold"
"14 Nov 2018","Parkes","14 Woodward Street, Parkes","$170,000"," 1"," 3",262.666666666667,340.97,"Sold"
"14 Nov 2018","Forbes","57 Reymond Street, Forbes","$165,000"," 1"," 4",275.683333333333,357.998,"Sold"
"14 Nov 2018","Narrandera","18 Frank Street, Narrandera","$135,000"," 1"," 2",334.233333333333,527.307,"Sold"
"13 Nov 2018","Narrandera","62 Twynam Street, Narrandera","$97,000"," 1"," 4",334.233333333333,527.307,"Sold"
"12 Nov 2018","North Albury","965  Kestrel Street, North Albury","$170,000"," 1"," 3",325.583333333333,548.233,"Sold"
"12 Nov 2018","Guyra","35 Abercrombie Street, Guyra","$163,000"," 1"," 3",365.133333333333,501.665,"Sold"
"12 Nov 2018","Mangoplah","30 Kyeamba Street, Mangoplah","$155,000"," 1"," 3",302.6,492.938,"Sold"
"12 Nov 2018","Cootamundra","12 Williams Avenue, Cootamundra","$147,000"," 1"," 3",231.2,377.99,"Sold"
"12 Nov 2018","Kangy Angy","Address available on request, Kangy Angy","$119,000"," 1"," 1",92.3833333333333,92.132,"Sold"
"12 Nov 2018","Inverell","24 Medora Street, Inverell","$115,000"," 1"," 2",403.416666666667,561.941,"Sold"
"12 Nov 2018","Guyra","8-10 Moore Street, Guyra","$95,500"," 1"," 3",365.133333333333,501.665,"Sold"
"10 Nov 2018","Forbes","117 Farnell Street, Forbes","$150,000"," 1"," 2",275.683333333333,357.998,"Sold"
"10 Nov 2018","Deniliquin","290 SLOANE STREET, Deniliquin","$145,000"," 1"," 3",441.233333333333,708.832,"Sold"
"10 Nov 2018","South Grafton","23 Kelly Street, South Grafton","$75,000"," 1"," 1",385.533333333333,600.403,"Sold"
"09 Nov 2018","Walla Walla","13 Wenke Street, Walla Walla","$170,000"," 1"," 3",324.266666666667,540.924,"Sold"
"09 Nov 2018","Curlewis","14 Pullaming Street, Curlewis","$166,000"," 1"," 2",280.316666666667,402.335,"Sold"
"09 Nov 2018","Murrumburrah","173 Back Demondrille Road, Murrumburrah","$155,000"," 1"," 2",212.333333333333,344.056,"Sold"
"09 Nov 2018","Tumbarumba","7-9 Selwyn, Tumbarumba","$104,000"," 2"," 3",293.666666666667,468.944,"Sold"
"08 Nov 2018","Coonabarabran","27 Drummond St, Coonabarabran","$165,000"," 1"," 3",327.233333333333,444.916,"Sold"
"08 Nov 2018","Coolah","81 Martin Street, Coolah","$155,000"," 2"," 3",268.316666666667,355.334,"Sold"
"08 Nov 2018","Jennings","40 Duke Street, Jennings","$145,000"," 1"," 4",486.3,675.841,"Sold"
"08 Nov 2018","Baradine","26 Castlereagh St, Baradine","$140,000"," 1"," 3",354.35,483.877,"Sold"
"08 Nov 2018","Gooloogong","St. Pauls Church, King Street, Gooloogong","$99,000"," 1"," 1",251.583333333333,319.535,"Sold"
"07 Nov 2018","South Kempsey","18 Angus Mcneil Crescent, South Kempsey","$169,000"," 1"," 2",268.5,412.483,"Sold"
"07 Nov 2018","Broken Hill","507 Cummins Street, Broken Hill","$160,000"," 1"," 3",747.5,1126.84,"Sold"
"07 Nov 2018","Tocumwal","118 Deniliquin Street, Tocumwal","$150,000"," 1"," 3",417.45,692.901,"Sold"
"07 Nov 2018","Deniliquin","521 Poictiers Street, Deniliquin","$110,000"," 1"," 3",441.233333333333,708.832,"Sold"
"07 Nov 2018","Balranald","157 Market Street, Balranald","$45,000"," 1"," 3",518.933333333333,851.06,"Sold"
"06 Nov 2018","Glen Innes","Address available on request, Glen Innes","$170,000"," 1"," 3",401.983333333333,559.494,"Sold"
"06 Nov 2018","Wellington","36 Gobolion Street, Wellington","$165,000"," 1"," 3",258.633333333333,332.55,"Sold"
"06 Nov 2018","Wellington","42 Simpson Street, Wellington","$150,000"," 1"," 3",258.633333333333,332.55,"Sold"
"06 Nov 2018","Ganmain","30 Derry Street, Ganmain","$100,000"," 1"," 3",304.733333333333,482.076,"Sold"
"06 Nov 2018","Wellington","12 Thornton Street, Wellington","$100,000"," 1"," 3",258.633333333333,332.55,"Sold"
"06 Nov 2018","Narrandera","1 Ladyloch Crescent, Narrandera","$82,000"," 1"," 3",334.233333333333,527.307,"Sold"
"06 Nov 2018","Ariah Park","22 Hopetoun Street, Ariah Park","$38,000"," 1"," 3",277.5,446.458,"Sold"
"05 Nov 2018","Wentworth","98 ADAMS STREET, Wentworth","$157,000"," 1"," 3",637.466666666667,1035.275,"Sold"
"03 Nov 2018","Norfolk Island","0427h Cascade Road, Norfolk Island","$2,899"," 1"," 2",NA,NA,"Sold"
"02 Nov 2018","Corowa","7 Albert St, Corowa","$175,000"," 1"," 2",359.533333333333,606.542,"Sold"
"02 Nov 2018","Coolamon","4 Kingdon Drive, Coolamon","$175,000"," 1"," 2",294.116666666667,467.039,"Sold"
"02 Nov 2018","Tamworth","13 Drummond Road, Tamworth","$170,000"," 1"," 4",279.066666666667,395.245,"Sold"
"02 Nov 2018","Walcha","183W Croudace Street, Walcha","$150,000"," 2"," 4",298.033333333333,401.375,"Sold"
"02 Nov 2018","Finley","53 Tong Street, Finley","$150,000"," 1"," 3",408.616666666667,657.711,"Sold"
"02 Nov 2018","Tamworth","48 Cossa Street, Tamworth","$140,000"," 1"," 3",279.066666666667,395.245,"Sold"
"02 Nov 2018","Broken Hill","305 Knox Street, Broken Hill","$80,000"," 1"," 3",747.5,1126.84,"Sold"
"02 Nov 2018","Wellington","132 Thornton Street, Wellington","$65,000"," 1"," 3",258.633333333333,332.55,"Sold"
"01 Nov 2018","Portland","1B Commonwealth Road, Portland","$165,000"," 1"," 3",129.566666666667,146.976,"Sold"
"01 Nov 2018","Narrandera","36 RUPERT STREET, Narrandera","$150,000"," 1"," 3",334.233333333333,527.307,"Sold"
"01 Nov 2018","Bundarra","13 Court Street, Bundarra","$150,000"," 1"," 3",396.783333333333,543.02,"Sold"
"01 Nov 2018","Forbes","3 Margaret Street, Forbes","$92,000"," 1"," 3",275.683333333333,357.998,"Sold"
"01 Nov 2018","Iluka","10 Melville Street, Iluka","$45,000"," 1"," 1",434.816666666667,668.978,"Sold"
"31 Oct 2018","Merriwa","5 Roach Street, Merriwa","$122,500"," 1"," 2",208.3,300.727,"Sold"
"31 Oct 2018","Broken Hill","509 McGowen Street, Broken Hill","$85,000"," 1"," 2",747.5,1126.84,"Sold"
"30 Oct 2018","Broken Hill","462 Lane Lane, Broken Hill","$93,405"," 1"," 4",747.5,1126.84,"Sold"
"30 Oct 2018","Urbenville","59 Tooloom Street, Urbenville","$87,500"," 1"," 3",536.15,806.813,"Sold"
"30 Oct 2018","Urana","83 Princess Street, Urana","$54,500"," 1"," 1",351.35,565.763,"Sold"
"29 Oct 2018","Moree","335 Balo Street, Moree","$175,000"," 1"," 4",421.2,616.255,"Sold"
"29 Oct 2018","Khancoban","25 Whitehead street, Khancoban","$175,000"," 1"," 3",349.75,544.906,"Sold"
"29 Oct 2018","Urbenville","20 Beaury Street, Urbenville","$150,000"," 1"," 3",536.15,806.813,"Sold"
"29 Oct 2018","South Grafton","2 Abelia Way, South Grafton","$145,000"," 1"," 3",385.533333333333,600.403,"Sold"
"27 Oct 2018","Tyndale","3220 Pacific Highway, Tyndale","$170,000"," 1"," 3",398.55,618.769,"Sold"
"26 Oct 2018","Harden","2 Iris Street, Harden","$139,000"," 1"," 4",206.1,338.668,"Sold"
"26 Oct 2018","Wellington","54 Zouch Street, Wellington","$135,000"," 1"," 3",258.633333333333,332.55,"Sold"
"26 Oct 2018","Wakool","4 Barham Road, Wakool","$127,000"," 1"," 3",482.466666666667,772.03,"Sold"
"26 Oct 2018","Moulamein","56 Baratta Street, Moulamein","$123,000"," 1"," 3",496.516666666667,799.673,"Sold"
"26 Oct 2018","Ootha","11 Ootha North Road, Ootha","$88,000"," 1"," 2",322,424.078,"Sold"
