"Date","Suburb","Address","Price","Baths","Beds","DistanceTime.min.","Distance.km.","Status"
"26 Oct 2018","Forbes","67 Farnell  Street, Forbes","$54,000"," 1"," 2",275.683333333333,357.998,"Sold"
"26 Oct 2018","Broken Hill","93 Hebbard Street, Broken Hill","$25,000"," 1"," 2",747.5,1126.84,"Sold"
"25 Oct 2018","Cowra","25 Kite Street, Cowra","$170,000"," 1"," 3",231.566666666667,291.247,"Sold"
"25 Oct 2018","Narromine","136 Meryula Street, Narromine","$169,000"," 1"," 3",306.483333333333,413.407,"Sold"
"25 Oct 2018","Deepwater","49 Severn Street, Deepwater","$157,000"," 1"," 2",430.316666666667,601.336,"Sold"
"25 Oct 2018","Mulwala","334 SunCountry Retirement Park, Tocumwal Road, Mulwala","$135,000"," 1"," 3",387.05,646.889,"Sold"
"25 Oct 2018","Finley","10 Warmatta Street, Finley","$100,000"," 1"," 3",408.616666666667,657.711,"Sold"
"25 Oct 2018","Coonamble","28 Maule Street, Coonamble","$75,000"," 1"," 4",371.333333333333,517.207,"Sold"
"25 Oct 2018","Hay","473 Church Street, Hay","$73,000"," 1"," 3",442.85,722.973,"Sold"
"24 Oct 2018","Parkes","4 High Street, Parkes","$172,000"," 1"," 2",262.666666666667,340.97,"Sold"
"24 Oct 2018","Mathoura","41b Conargo Street, Mathoura","$125,000"," 1"," 3",465.966666666667,743.786,"Sold"
"24 Oct 2018","Warialda","49 Geddes Street, Warialda","$115,000"," 1"," 2",417.15,591.159,"Sold"
"24 Oct 2018","Corowa","20 BOW STREET, Corowa","$115,000"," 1"," 3",359.533333333333,606.542,"Sold"
"24 Oct 2018","Broken Hill","170 Chapple Street, Broken Hill","$115,000"," 1"," 3",747.5,1126.84,"Sold"
"23 Oct 2018","Berrigan","71 Cobram Street, Berrigan","$170,000"," 2"," 4",393.616666666667,635.493,"Sold"
"23 Oct 2018","Glen Innes","187 Hunter Street, Glen Innes","$140,000"," 1"," 3",401.983333333333,559.494,"Sold"
"22 Oct 2018","Broken Hill","705 Wolfram Street, Broken Hill","$165,000"," 1"," 3",747.5,1126.84,"Sold"
"22 Oct 2018","Finley","30 Walter Street, Finley","$69,000"," 1"," 3",408.616666666667,657.711,"Sold"
"22 Oct 2018","Plumpton","360 Rooty Hill Road, Plumpton","$2,000"," 3"," 6",25.2833333333333,26.72,"Sold"
"20 Oct 2018","Wellington","14 Reid Street, Wellington","$67,500"," 1"," 2",258.633333333333,332.55,"Sold"
"19 Oct 2018","Brocklesby","3 King Street, Brocklesby","$169,000"," 2"," 4",345.716666666667,565,"Sold"
"19 Oct 2018","Griffith","84 Macarthur Street, Griffith","$160,000"," 1"," 3",361.2,571.451,"Sold"
"19 Oct 2018","Mount Austin","46 Phillip Avenue, Mount Austin","$157,000"," 1"," 3",279.783333333333,457.851,"Sold"
"19 Oct 2018","Leeton","23 Cudgel St., Yanco, Leeton","$155,000"," 1"," 3",355.416666666667,556.851,"Sold"
"19 Oct 2018","Ashmont","68 Connorton Avenue, Ashmont","$134,500"," 1"," 3",282.116666666667,459.492,"Sold"
"19 Oct 2018","Young","25 North Street, Bribbaree Via, Young","$119,000"," 1"," 1",229.6,371.605,"Sold"
"19 Oct 2018","Broken Hill","327 Lane Street, Broken Hill","$80,000"," 1"," 2",747.5,1126.84,"Sold"
"18 Oct 2018","Parkes","391 Clarinda Street, Parkes","$150,000"," 1"," 3",262.666666666667,340.97,"Sold"
"18 Oct 2018","Balldale","11 Charles Street, Balldale","$150,000"," 1"," 2",354.483333333333,587.818,"Sold"
"18 Oct 2018","Broken Hill","161 Cornish Lane, Broken Hill","$86,500"," 1"," 2",747.5,1126.84,"Sold"
"17 Oct 2018","Holbrook","1 Byng Street, Holbrook","$170,000"," 1"," 2",288.816666666667,488.904,"Sold"
"17 Oct 2018","Uralla","4 Rowan Avenue, Uralla","$170,000"," 1"," 2",322.916666666667,442.423,"Sold"
"17 Oct 2018","Gerogery","13 Main Street, Gerogery","$151,000"," 1"," 3",320.65,545.28,"Sold"
"17 Oct 2018","Boree Creek","10 Orme Street, Boree Creek","$107,500"," 2"," 4",327.3,533.536,"Sold"
"17 Oct 2018","Dareton","29 Matong Street, Dareton","$100,000"," 1"," 3",627.55,1022.559,"Sold"
"17 Oct 2018","Holbrook","189 Albury Street, Holbrook","$85,000"," 1"," 3",288.816666666667,488.904,"Sold"
"17 Oct 2018","South Kempsey","49 Middleton Street, South Kempsey","$50,000"," 1"," 2",268.5,412.483,"Sold"
"16 Oct 2018","Broken Hill","584 Mcgowen St, Broken Hill","$168,000"," 1"," 3",747.5,1126.84,"Sold"
"16 Oct 2018","West Kempsey","6 Eric Kennedy Street, West Kempsey","$167,500"," 2"," 5",271.116666666667,413.87,"Sold"
"16 Oct 2018","Taree","22 Valerie Street, Taree","$150,000"," 1"," 3",204.333333333333,302.981,"Sold"
"16 Oct 2018","Barraba","14 Cherry Lane, Barraba","$85,000"," 1"," 2",345.666666666667,486.82,"Sold"
"16 Oct 2018","Coonamble","12 Castlereagh Street, Coonamble","$60,000"," 1"," 3",371.333333333333,517.207,"Sold"
"16 Oct 2018","Urana","85-87 Princess Street, Urana","$55,000"," 1"," 2",351.35,565.763,"Sold"
"15 Oct 2018","Lockhart","5 Hebden Street, Lockhart","$173,000"," 1"," 3",319.516666666667,519.498,"Sold"
"15 Oct 2018","Orange","36 Currong Crescent, Orange","$172,000"," 1"," 3",193.966666666667,237.883,"Sold"
"15 Oct 2018","Legume","Address available on request, Legume","$172,000"," 1"," 2",542.366666666667,746.335,"Sold"
"15 Oct 2018","Broken Hill","160 Lane Street, Broken Hill","$130,000"," 1"," 4",747.5,1126.84,"Sold"
"15 Oct 2018","Broken Hill","108 Gaffney Street, Broken Hill","$110,000"," 1"," 4",747.5,1126.84,"Sold"
"12 Oct 2018","Gilgai","24 Marsh Street, Gilgai","$165,000"," 1"," 5",393.983333333333,551.315,"Sold"
"12 Oct 2018","Dareton","37 Avoca Street, Dareton","$152,000"," 1"," 3",627.55,1022.559,"Sold"
"12 Oct 2018","Berrigan","25 Cobram Street, Berrigan","$120,000"," 2"," 3",393.616666666667,635.493,"Sold"
"11 Oct 2018","North Albury","417 Union Road, North Albury","$160,000"," 1"," 3",325.583333333333,548.233,"Sold"
"11 Oct 2018","Buronga","74 Pitman Avenue, Buronga","$160,000"," 1"," 2",616.85,1006.496,"Sold"
"11 Oct 2018","Young","5 Wombat Street, Young","$145,000"," 1"," 2",229.6,371.605,"Sold"
"10 Oct 2018","Narromine","42 Third Avenue, Narromine","$142,000"," 1"," 2",306.483333333333,413.407,"Sold"
"10 Oct 2018","Broken Hill","153 Clarke Street, Broken Hill","$40,000"," 1"," 3",747.5,1126.84,"Sold"
"05 Oct 2018","Glen Innes","51 Coronation Avenue, Glen Innes","$170,000"," 1"," 3",401.983333333333,559.494,"Sold"
"05 Oct 2018","Parkes","2 Elizabeth Street, Parkes","$166,000"," 2"," 3",262.666666666667,340.97,"Sold"
"05 Oct 2018","Bombala","89 Maybe Street, Bombala","$135,000"," 2"," 3",302.566666666667,482.409,"Sold"
"05 Oct 2018","Deniliquin","493 Maher Street, Deniliquin","$100,000"," 1"," 3",441.233333333333,708.832,"Sold"
"05 Oct 2018","Kincumber","54 James Smith Place,, Kincumber","$65,000"," 1"," 1",73.1666666666667,76.979,"Sold"
"04 Oct 2018","Broken Hill","158 Williams Street, Broken Hill","$155,000"," 1"," 3",747.5,1126.84,"Sold"
"04 Oct 2018","Leeton","20 Oxley Road, Leeton","$151,000"," 1"," 3",355.416666666667,556.851,"Sold"
"04 Oct 2018","Hay","328 Macauley Street, Hay","$130,000"," 2"," 3",442.85,722.973,"Sold"
"03 Oct 2018","Tenterfield","133 Naas Street, Tenterfield","$150,000"," 1"," 2",463.85,652.177,"Sold"
"03 Oct 2018","Parkes","6 Drummond Street, Parkes","$142,500"," 1"," 2",262.666666666667,340.97,"Sold"
"03 Oct 2018","Tumut","151 Lambie Street, Tumut","$140,000"," 1"," 4",253.45,409.311,"Sold"
"03 Oct 2018","Harden","29  Iris Street, Harden","$140,000"," 1"," 2",206.1,338.668,"Sold"
"28 Sep 2018","South Grafton","41 Margaret Crescent, South Grafton","$175,000"," 2"," 4",385.533333333333,600.403,"Sold"
"28 Sep 2018","Geurie","57-63 Jennings Street, Geurie","$154,000"," 1"," 1",271.166666666667,356.917,"Sold"
"28 Sep 2018","Kincumber","19 Alexandra Place, Kincumber","$132,000"," 1"," 2",73.1666666666667,76.979,"Sold"
"28 Sep 2018","Grong Grong","46 Barellan Street, Grong Grong","$102,500"," 1"," 3",321.933333333333,507.235,"Sold"
"28 Sep 2018","Jerilderie","33 Nowranie Street, Jerilderie","$85,000"," 1"," 3",382.816666666667,620.012,"Sold"
"28 Sep 2018","Broken Hill","240 Sulphide Street, Broken Hill","$85,000"," 1"," 2",747.5,1126.84,"Sold"
"28 Sep 2018","Broken Hill","113 Kaolin Street, Broken Hill","$84,000"," 1"," 2",747.5,1126.84,"Sold"
"28 Sep 2018","Forbes","21 Barton Street, Forbes","$66,000"," 1"," 3",275.683333333333,357.998,"Sold"
"28 Sep 2018","Wilcannia","24 James Street, Wilcannia","$62,500"," 1"," 3",628.483333333333,927.907,"Sold"
"27 Sep 2018","Parkes","12 Peak Hill Road, Parkes","$148,000"," 1"," 2",262.666666666667,340.97,"Sold"
"26 Sep 2018","Cootamundra","13 Queen Street, Cootamundra","$170,000"," 1"," 3",231.2,377.99,"Sold"
"26 Sep 2018","Broken Hill","753 Beryl Street, Broken Hill","$105,000"," 1"," 4",747.5,1126.84,"Sold"
"26 Sep 2018","Broken Hill","335 Thomas Street, Broken Hill","$25,000"," 1"," 1",747.5,1126.84,"Sold"
"25 Sep 2018","Nyngan","44 Warren Street, Nyngan","$135,000"," 1"," 3",384.766666666667,538.117,"Sold"
"25 Sep 2018","Moree","6 Chester Street, Moree","$130,000"," 1"," 3",421.2,616.255,"Sold"
"25 Sep 2018","Wellington","4 Dibbs Street, Wellington","$118,000"," 2"," 3",258.633333333333,332.55,"Sold"
"24 Sep 2018","Merriwa","7 Bow Street, Merriwa","$163,500"," 2"," 3",208.3,300.727,"Sold"
"24 Sep 2018","Ashford","25 David Street, Ashford","$160,000"," 1"," 3",441.95,617.125,"Sold"
"24 Sep 2018","Ashford","18 Frazer Street, Ashford","$130,000"," 1"," 3",441.95,617.125,"Sold"
"23 Sep 2018","Broken Hill","324 Hebbard Street, Broken Hill","$84,000"," 1"," 2",747.5,1126.84,"Sold"
"22 Sep 2018","Cootamundra","50 Ursula Street, Cootamundra","$148,000"," 1"," 3",231.2,377.99,"Sold"
"22 Sep 2018","Forbes","5 Barwin Street, Forbes","$140,000"," 1"," 2",275.683333333333,357.998,"Sold"
"21 Sep 2018","Leeton","15 Wirilda Street, Leeton","$125,000"," 1"," 3",355.416666666667,556.851,"Sold"
"21 Sep 2018","Condobolin","14 Leifermann Street, Condobolin","$75,500"," 1"," 3",328.45,442.722,"Sold"
"20 Sep 2018","Muswellbrook","4 Kokoda Street, Muswellbrook","$127,000"," 1"," 3",164.583333333333,237.029,"Sold"
"20 Sep 2018","Broken Hill","344 Wolfram Street, Broken Hill","$90,000"," 1"," 3",747.5,1126.84,"Sold"
"20 Sep 2018","Glen Innes","161 Lambeth Street, Glen Innes","$66,000"," 1"," 1",401.983333333333,559.494,"Sold"
"19 Sep 2018","Mulwala","4 Paradise Court, Mulwala","$172,500"," 1"," 2",387.05,646.889,"Sold"
"19 Sep 2018","Cowra","27 Hanna Street, Cowra","$166,000"," 1"," 3",231.566666666667,291.247,"Sold"
"19 Sep 2018","Junee","72 George Street, Junee","$165,000"," 1"," 2",267.116666666667,435.263,"Sold"
"19 Sep 2018","Woodenbong","Address available on request, Woodenbong","$117,000"," 1"," 4",521.216666666667,790.838,"Sold"
"18 Sep 2018","Walla Walla","31 Commercial Street, Walla Walla","$170,000"," 1"," 3",324.266666666667,540.924,"Sold"
"18 Sep 2018","Wellington","54 Zouch Street, Wellington","$135,000"," 1"," 3",258.633333333333,332.55,"Sold"
"17 Sep 2018","Yeoval","9 Cardington Street, Yeoval","$158,000"," 1"," 3",251.866666666667,321.386,"Sold"
"17 Sep 2018","Corowa","29B Airlie Street, Corowa","$155,000"," 1"," 3",359.533333333333,606.542,"Sold"
"17 Sep 2018","Leeton","42 Gossamer St, Leeton","$140,000"," 2"," 3",355.416666666667,556.851,"Sold"
"17 Sep 2018","Broken Hill","299 Knox St, Broken Hill","$88,000"," 1"," 3",747.5,1126.84,"Sold"
"17 Sep 2018","Broken Hill","55 Jamieson St, Broken Hill","$86,000"," 1"," 3",747.5,1126.84,"Sold"
"17 Sep 2018","Forbes","113 Bathurst Street, Forbes","$44,000"," 2"," 4",275.683333333333,357.998,"Sold"
"14 Sep 2018","Culcairn","10 Balfour Street, Culcairn","$175,000"," 1"," 3",309.683333333333,516.479,"Sold"
"14 Sep 2018","Parkes","12 May Street, Parkes","$127,500"," 1"," 2",262.666666666667,340.97,"Sold"
"14 Sep 2018","Werris Creek","20 Wilkie Street, Werris Creek","$95,000"," 1"," 3",259.183333333333,360.294,"Sold"
"14 Sep 2018","Broken Hill","233 Hebbard Street, Broken Hill","$65,000"," 1"," 2",747.5,1126.84,"Sold"
"13 Sep 2018","Marrar","12 Centenary Drive, Marrar","$164,000"," 1"," 3",283.35,451.202,"Sold"
"13 Sep 2018","Canowindra","13 Radnor Street, Canowindra","$160,000"," 1"," 3",226.333333333333,287.314,"Sold"
"13 Sep 2018","Narrabri","12 Yeran St, Narrabri","$88,000"," 1"," 4",355.616666666667,515.023,"Sold"
"13 Sep 2018","Tarcutta","13 Sydney Street, Tarcutta","$85,000"," 1"," 2",251.933333333333,421.372,"Sold"
"12 Sep 2018","Dubbo","5 Victoria Street, Dubbo","$165,000"," 1"," 3",278.883333333333,371.378,"Sold"
"11 Sep 2018","Kempsey","8 Regent Street, Kempsey","$167,500"," 1"," 2",268.5,412.483,"Sold"
"11 Sep 2018","Wellington","56 Thornton Street, Wellington","$160,000"," 1"," 3",258.633333333333,332.55,"Sold"
"11 Sep 2018","Corowa","48 Whitehead Street, Corowa","$160,000"," 1"," 3",359.533333333333,606.542,"Sold"
"11 Sep 2018","Cowra","Address available on request, Cowra","$145,000"," 1"," 3",231.566666666667,291.247,"Sold"
"10 Sep 2018","Broken Hill","360 Hebbard Street, Broken Hill","$155,000"," 1"," 4",747.5,1126.84,"Sold"
"10 Sep 2018","Khancoban","42 Mitchell Ave, Khancoban","$125,000"," 1"," 3",349.75,544.906,"Sold"
"10 Sep 2018","Broken Hill","9 Talbot Street, Broken Hill","$118,000"," 1"," 3",747.5,1126.84,"Sold"
"07 Sep 2018","Tumbarumba","20 Bridge Street, Tumbarumba","$175,000"," 2"," 4",293.666666666667,468.944,"Sold"
"07 Sep 2018","Batlow","2 Crofton Avenue, Batlow","$170,000"," 1"," 3",269.433333333333,436.264,"Sold"
"07 Sep 2018","Barmedman","49 Robertson Street, Barmedman","$120,000"," 2"," 3",285.633333333333,456.329,"Sold"
"07 Sep 2018","Finley","71 Finley Street, Finley","$110,000"," 1"," 2",408.616666666667,657.711,"Sold"
"06 Sep 2018","Wentworth","65 Cadell Street, Wentworth","$164,500"," 1"," 2",637.466666666667,1035.275,"Sold"
"06 Sep 2018","Wentworth","13 GUNN STREET, Wentworth","$128,000"," 1"," 3",637.466666666667,1035.275,"Sold"
"06 Sep 2018","Bundarra","7 Court Street, Bundarra","$112,400"," 1"," 2",396.783333333333,543.02,"Sold"
"04 Sep 2018","Warren","1 Wilson St, Warren","$130,000"," 1"," 3",354.566666666667,482.306,"Sold"
"04 Sep 2018","Broken Hill","86 Iodide St, Broken Hill","$120,000"," 1"," 2",747.5,1126.84,"Sold"
"04 Sep 2018","Bourke","95 Oxley Street, Bourke","$115,000"," 1"," 2",503.383333333333,741.707,"Sold"
"03 Sep 2018","Parkes","109 Currajong Street, Parkes","$159,000"," 1"," 2",262.666666666667,340.97,"Sold"
"03 Sep 2018","South Kempsey","68 Middleton Street, South Kempsey","$150,000"," 1"," 3",268.5,412.483,"Sold"
"03 Sep 2018","Coraki","8 Yabsley Street, Coraki","$145,000"," 1"," 2",459.033333333333,703.068,"Sold"
"01 Sep 2018","Muswellbrook","55 Tobruk Avenue, Muswellbrook","$130,000"," 1"," 3",164.583333333333,237.029,"Sold"
"01 Sep 2018","Muswellbrook","35 Scott Street, Muswellbrook","$112,500"," 1"," 3",164.583333333333,237.029,"Sold"
"31 Aug 2018","Broken Hill","487 Argent Street, Broken Hill","$175,000"," 1"," 3",747.5,1126.84,"Sold"
"31 Aug 2018","Young","31 Brock Street, Young","$166,000"," 1"," 3",229.6,371.605,"Sold"
"31 Aug 2018","Narromine","63 MANILDRA STREET, Narromine","$155,000"," 1"," 3",306.483333333333,413.407,"Sold"
"31 Aug 2018","Broken Hill","98 Iodide Street, Broken Hill","$145,000"," 1"," 2",747.5,1126.84,"Sold"
"31 Aug 2018","Warialda","82 Long Street, Warialda","$140,000"," 1"," 3",417.15,591.159,"Sold"
"30 Aug 2018","Portland","19 Ilford Street, Portland","$175,000"," 1"," 3",129.566666666667,146.976,"Sold"
"30 Aug 2018","Tenterfield","51 Douglas Street, Tenterfield","$160,000"," 1"," 2",463.85,652.177,"Sold"
"30 Aug 2018","Orange","50 Brunswick Street, Orange","$156,000"," 1"," 3",193.966666666667,237.883,"Sold"
"30 Aug 2018","Murrurundi","5 Adelaide Street, Murrurundi","$150,000"," 1"," 3",218.016666666667,304.991,"Sold"
"30 Aug 2018","Tamworth","11 Green Street, Tamworth","$130,000"," 1"," 3",279.066666666667,395.245,"Sold"
"29 Aug 2018","East Albury","140 Eastern Circuit, East Albury","$165,000"," 1"," 3",322,549.737,"Sold"
"29 Aug 2018","Grafton","17 Challinor Street, Grafton","$162,500"," 1"," 2",385.533333333333,600.403,"Sold"
"29 Aug 2018","Broken Hill","6 Rockwell Street, Broken Hill","$137,500"," 1"," 3",747.5,1126.84,"Sold"
"29 Aug 2018","Inverell","87 Urabatta Street, Inverell","$121,000"," 1"," 3",403.416666666667,561.941,"Sold"
"29 Aug 2018","Broken Hill","244 Williams Lane, Broken Hill","$95,000"," 1"," 2",747.5,1126.84,"Sold"
"29 Aug 2018","Quirindi","93 Hill Street, Quirindi","$65,000"," 2"," 4",242.033333333333,339.247,"Sold"
"29 Aug 2018","Premer","25 Bomera Street, Premer","$34,000"," 1"," 1",298.55,406.227,"Sold"
"28 Aug 2018","Broken Hill","460 Union Street, Broken Hill","$147,500"," 1"," 3",747.5,1126.84,"Sold"
"28 Aug 2018","Muswellbrook","56 Anzac Parade, Muswellbrook","$125,000"," 1"," 3",164.583333333333,237.029,"Sold"
"27 Aug 2018","Woodenbong","27 Richmond Street, Woodenbong","$165,000"," 1"," 3",521.216666666667,790.838,"Sold"
"27 Aug 2018","Bonalbo","60 Sandilands Street, Bonalbo","$145,000"," 1"," 2",503.5,767.12,"Sold"
"27 Aug 2018","Orange","14 Buna Street, Orange","$127,500"," 1"," 2",193.966666666667,237.883,"Sold"
"27 Aug 2018","Broken Hill","459 Lane Street, Broken Hill","$123,000"," 1"," 3",747.5,1126.84,"Sold"
"27 Aug 2018","Bonalbo","10-12 Gill Street, Bonalbo","$120,000"," 1"," 2",503.5,767.12,"Sold"
"27 Aug 2018","Broken Hill","112 Knox St, Broken Hill","$70,000"," 1"," 3",747.5,1126.84,"Sold"
"27 Aug 2018","Peak Hill","5 Caswell Street, Peak Hill","$51,000"," 1"," 3",293.816666666667,389.081,"Sold"
"26 Aug 2018","Narrandera","104 Whitton Street, Narrandera","$52,000"," 1"," 3",334.233333333333,527.307,"Sold"
"24 Aug 2018","Gunnedah","7 Bando Street, Gunnedah","$159,000"," 1"," 3",295.566666666667,421.48,"Sold"
"24 Aug 2018","Broken Hill","124 Wills Lane, Broken Hill","$140,000"," 1"," 3",747.5,1126.84,"Sold"
"24 Aug 2018","Drake","14 Allison Street, Drake","$135,000"," 1"," 2",505.766666666667,702.194,"Sold"
"24 Aug 2018","Broken Hill","117 Ryan Lane, Broken Hill","$109,000"," 1"," 3",747.5,1126.84,"Sold"
"24 Aug 2018","Menindee","38 Kingfisher Avenue, Sunset Strip, Menindee","$90,000"," 1"," 3",691.883333333333,1033.748,"Sold"
"24 Aug 2018","Glen Innes","145 Church Street, Glen Innes","$65,000"," 1"," 2",401.983333333333,559.494,"Sold"
"24 Aug 2018","Broken Hill","508 Radium St, Broken Hill","$59,000"," 1"," 3",747.5,1126.84,"Sold"
"24 Aug 2018","Broken Hill","91 Wolfram Street, Broken Hill","$44,000"," 1"," 2",747.5,1126.84,"Sold"
"23 Aug 2018","Merriwa","84 Bettington Street, Merriwa","$85,000"," 1"," 1",208.3,300.727,"Sold"
"22 Aug 2018","Corowa","58 Redlands Road, Corowa","$170,000"," 1"," 2",359.533333333333,606.542,"Sold"
"22 Aug 2018","South Grafton","47 Spring Street, South Grafton","$165,000"," 1"," 3",385.533333333333,600.403,"Sold"
"22 Aug 2018","Pallamallawa","Address available on request, Pallamallawa","$160,000"," 1"," 3",434.633333333333,620.247,"Sold"
"22 Aug 2018","Deniliquin","99 Macauley Street, Deniliquin","$145,000"," 1"," 3",441.233333333333,708.832,"Sold"
"21 Aug 2018","Koorawatha","65 Boorowa Street, Koorawatha","$122,000"," 1"," 3",246.466666666667,316.216,"Sold"
"21 Aug 2018","Broken Hill","326 Chloride St, Broken Hill","$100,000"," 1"," 3",747.5,1126.84,"Sold"
"20 Aug 2018","Gunnedah","36 King Street, Gunnedah","$170,000"," 1"," 4",295.566666666667,421.48,"Sold"
"20 Aug 2018","Broken Hill","458 Beryl Street, Broken Hill","$166,000"," 1"," 3",747.5,1126.84,"Sold"
"20 Aug 2018","Narrandera","6 Argyle Street, Narrandera","$165,000"," 2"," 3",334.233333333333,527.307,"Sold"
"20 Aug 2018","Nyngan","16 Bogan Street, Nyngan","$165,000"," 1"," 4",384.766666666667,538.117,"Sold"
"20 Aug 2018","Cootamundra","4 Wall Avenue, Cootamundra","$160,000"," 1"," 3",231.2,377.99,"Sold"
"20 Aug 2018","Woodenbong","19 Glennie Street, Woodenbong","$135,000"," 1"," 2",521.216666666667,790.838,"Sold"
"20 Aug 2018","Broken Hill","307 Chloride Street, Broken Hill","$97,000"," 1"," 3",747.5,1126.84,"Sold"
"20 Aug 2018","Cobar","16 Mopone Street, Cobar","$95,000"," 1"," 3",461.4,669.21,"Sold"
"19 Aug 2018","Hay","255 Piper Street, Hay","$170,000"," 1"," 3",442.85,722.973,"Sold"
"18 Aug 2018","Scone","91 Aberdeen Street, Scone","$150,000"," 1"," 3",191.116666666667,265.882,"Sold"
"17 Aug 2018","Coonabarabran","113 Cassilis St, Coonabarabran","$163,000"," 1"," 3",327.233333333333,444.916,"Sold"
"17 Aug 2018","Canowindra","26 Belmore St, Canowindra","$146,000"," 1"," 3",226.333333333333,287.314,"Sold"
"17 Aug 2018","Willow Tree","8 Eipper Street, Willow Tree","$128,000"," 1"," 3",231.95,322.933,"Sold"
"17 Aug 2018","Jennings","8 Manor Street, Jennings","$125,000"," 1"," 3",486.3,675.841,"Sold"
"17 Aug 2018","Culcairn","12 Victoria Street, Culcairn","$110,000"," 1"," 3",309.683333333333,516.479,"Sold"
"17 Aug 2018","Temora","7-9 Junee Road, Temora","$100,000"," 1"," 3",261.466666666667,420.465,"Sold"
"17 Aug 2018","Narrandera","29 Charles Street, Narrandera","$80,000"," 1"," 2",334.233333333333,527.307,"Sold"
"16 Aug 2018","Whitton","76 Conapaira Street, Whitton","$169,000"," 1"," 3",363.516666666667,581.994,"Sold"
"16 Aug 2018","Glen Innes","7 Macquarie, Glen Innes","$160,000"," 1"," 3",401.983333333333,559.494,"Sold"
"16 Aug 2018","Urbenville","6 Stephen Street, Urbenville","$110,000"," 1"," 3",536.15,806.813,"Sold"
"16 Aug 2018","Koorawatha","25 Crescent Street, Koorawatha","$110,000"," 1"," 3",246.466666666667,316.216,"Sold"
"16 Aug 2018","Henty","55 Ivor Street, Henty","$52,500"," 1"," 1",311.45,523.978,"Sold"
"15 Aug 2018","Tenterfield","2 Kiely Street, Tenterfield","$165,000"," 1"," 4",463.85,652.177,"Sold"
"15 Aug 2018","Glen Innes","149 Lambeth Street, Glen Innes","$135,000"," 1"," 3",401.983333333333,559.494,"Sold"
"14 Aug 2018","Spring Hill","20 Elizabeth Street, Spring Hill","$172,001"," 1"," 4",186.133333333333,230.418,"Sold"
"14 Aug 2018","North Albury","530 Hicks Place, North Albury","$170,000"," 1"," 3",325.583333333333,548.233,"Sold"
"14 Aug 2018","Dubbo","54 Young Street, Dubbo","$145,000"," 1"," 2",278.883333333333,371.378,"Sold"
"14 Aug 2018","Scone","32-36 High Street Bunnan via, Scone","$140,000"," 1"," 2",191.116666666667,265.882,"Sold"
"14 Aug 2018","Finley","93 Denison Street, Finley","$130,000"," 1"," 3",408.616666666667,657.711,"Sold"
"14 Aug 2018","Cobar","20 Louth Road, Cobar","$120,000"," 1"," 3",461.4,669.21,"Sold"
"13 Aug 2018","Copmanhurst","56 Grafton Street, Copmanhurst","$170,000"," 1"," 3",401.433333333333,622.629,"Sold"
"13 Aug 2018","Mount Austin","32 Mckell Avenue, Mount Austin","$165,000"," 1"," 3",279.783333333333,457.851,"Sold"
"13 Aug 2018","Griffith","53 Merrigal Street, Griffith","$165,000"," 1"," 3",361.2,571.451,"Sold"
"13 Aug 2018","Tarcutta","8 Cynthia Street, Tarcutta","$147,000"," 1"," 3",251.933333333333,421.372,"Sold"
"13 Aug 2018","Emmaville","1 Moore Street, Emmaville","$130,000"," 1"," 3",452.083333333333,615.12,"Sold"
"13 Aug 2018","Kandos","8 Noyes Street, Kandos","$110,000"," 1"," 2",173.6,214.224,"Sold"
"13 Aug 2018","Broken Hill","90 Hebbard Street, Broken Hill","$97,500"," 1"," 3",747.5,1126.84,"Sold"
"13 Aug 2018","Barmedman","38 Robertson Street, Barmedman","$50,000"," 1"," 3",285.633333333333,456.329,"Sold"
"11 Aug 2018","Warialda","117 Long Street, Warialda","$140,000"," 2"," 4",417.15,591.159,"Sold"
"10 Aug 2018","South Grafton","38 Tyson Street, South Grafton","$157,500"," 1"," 3",385.533333333333,600.403,"Sold"
"10 Aug 2018","Glen Innes","81 Wullamulla Street, Glen Innes","$85,000"," 1"," 3",401.983333333333,559.494,"Sold"
"09 Aug 2018","Cooma","Unit 1 / 9 Sir William Hudson Street, Cooma","$165,000"," 1"," 1",244.033333333333,395.036,"Sold"
"09 Aug 2018","Cootamundra","27 Hay Street, Cootamundra","$140,000"," 1"," 3",231.2,377.99,"Sold"
"09 Aug 2018","Werris Creek","18 North Street, Werris Creek","$120,000"," 1"," 4",259.183333333333,360.294,"Sold"
"08 Aug 2018","Tamworth","164 Robert Street, Tamworth","$165,000"," 1"," 3",279.066666666667,395.245,"Sold"
"08 Aug 2018","Orange","206 Spring Street, Orange","$158,000"," 1"," 3",193.966666666667,237.883,"Sold"
"08 Aug 2018","Tenterfield","69 Clive Street, Tenterfield","$130,000"," 1"," 2",463.85,652.177,"Sold"
"08 Aug 2018","Coonamble","18 Yarran Street, Coonamble","$130,000"," 1"," 3",371.333333333333,517.207,"Sold"
"07 Aug 2018","Quirindi","86 Hill Street, Quirindi","$165,000"," 1"," 2",242.033333333333,339.247,"Sold"
"07 Aug 2018","Grong Grong","33 Narrandera Street, Grong Grong","$160,000"," 1"," 3",321.933333333333,507.235,"Sold"
"07 Aug 2018","Finley","62 Wells Street, Finley","$155,000"," 1"," 3",408.616666666667,657.711,"Sold"
"07 Aug 2018","Broken Hill","332 - 334 Oxide Street, Broken Hill","$127,500"," 1"," 3",747.5,1126.84,"Sold"
