"X","Suburb","Address","Price","Baths","Beds","DistanceTime.min.","Distance.km.","Status","Date"
690,"Broken Hill","93 Hill Street, Quirindi","$65,000",2,4,747.5,1126.84,"Sold","29 Aug 2018"
691,"Broken Hill","25 Bomera Street, Premer","$34,000",1,1,747.5,1126.84,"Sold","29 Aug 2018"
692,"Broken Hill","460 Union Street, Broken Hill","$147,500",1,3,747.5,1126.84,"Sold","28 Aug 2018"
693,"Aberdeen","56 Anzac Parade, Muswellbrook","$125,000",1,3,178.466666666667,251.816,"Sold","28 Aug 2018"
694,"Lockhart","27 Richmond Street, Woodenbong","$165,000",1,3,319.516666666667,519.498,"Sold","27 Aug 2018"
695,"Pooncarie","60 Sandilands Street, Bonalbo","$145,000",1,2,703,1137.758,"Sold","27 Aug 2018"
696,"Broken Hill","14 Buna Street, Orange","$127,500",1,2,747.5,1126.84,"Sold","27 Aug 2018"
697,"Coonamble","459 Lane Street, Broken Hill","$123,000",1,3,371.333333333333,517.207,"Sold","27 Aug 2018"
698,"Broken Hill","10-12 Gill Street, Bonalbo","$120,000",1,2,747.5,1126.84,"Sold","27 Aug 2018"
699,"South Grafton","112 Knox St, Broken Hill","$70,000",1,3,380.516666666667,597.104,"Sold","27 Aug 2018"
700,"Turramurra","5 Caswell Street, Peak Hill","$51,000",1,3,26.5666666666667,16.786,"Sold","27 Aug 2018"
701,"Broken Hill","104 Whitton Street, Narrandera","$52,000",1,3,747.5,1126.84,"Sold","26 Aug 2018"
702,"Coonamble","7 Bando Street, Gunnedah","$159,000",1,3,371.333333333333,517.207,"Sold","24 Aug 2018"
703,"Broken Hill","124 Wills Lane, Broken Hill","$140,000",1,3,747.5,1126.84,"Sold","24 Aug 2018"
704,"Scone","14 Allison Street, Drake","$135,000",1,2,191.116666666667,265.882,"Sold","24 Aug 2018"
705,"Kooringal","117 Ryan Lane, Broken Hill","$109,000",1,3,275,455.478,"Sold","24 Aug 2018"
706,"Broken Hill","38 Kingfisher Avenue, Sunset Strip, Menindee","$90,000",1,3,747.5,1126.84,"Sold","24 Aug 2018"
707,"Port Macquarie","145 Church Street, Glen Innes","$65,000",1,2,245.05,374.344,"Sold","24 Aug 2018"
708,"South Grafton","508 Radium St, Broken Hill","$59,000",1,3,380.516666666667,597.104,"Sold","24 Aug 2018"
709,"Winston Hills","91 Wolfram Street, Broken Hill","$44,000",1,2,11.8333333333333,8.122,"Sold","24 Aug 2018"
710,"Broken Hill","84 Bettington Street, Merriwa","$85,000",1,1,747.5,1126.84,"Sold","23 Aug 2018"
711,"Kelso","10/539 Pacific Highway, Boambee","$68,000",1,1,147.9,180.4,"Sold","23 Aug 2018"
712,"Springfield","58 Redlands Road, Corowa","$170,000",1,2,66.4333333333333,70.3,"Sold","22 Aug 2018"
713,"Cumnock","47 Spring Street, South Grafton","$165,000",1,3,234.65,297.163,"Sold","22 Aug 2018"
714,"Oberon","Address available on request, Pallamallawa","$160,000",1,3,142.283333333333,162.662,"Sold","22 Aug 2018"
715,"Broken Hill","99 Macauley Street, Deniliquin","$145,000",1,3,747.5,1126.84,"Sold","22 Aug 2018"
716,"Broken Hill","28/1A Kalaroo Road, Redhead","$170,000",1,2,747.5,1126.84,"Sold","21 Aug 2018"
717,"Broken Hill","65 Boorowa Street, Koorawatha","$122,000",1,3,747.5,1126.84,"Sold","21 Aug 2018"
718,"Aberdeen","326 Chloride St, Broken Hill","$100,000",1,3,178.466666666667,251.816,"Sold","21 Aug 2018"
719,"Lockhart","36 King Street, Gunnedah","$170,000",1,4,319.516666666667,519.498,"Sold","20 Aug 2018"
720,"Pooncarie","458 Beryl Street, Broken Hill","$166,000",1,3,703,1137.758,"Sold","20 Aug 2018"
721,"Broken Hill","16 Bogan Street, Nyngan","$165,000",1,4,747.5,1126.84,"Sold","20 Aug 2018"
722,"Coonamble","6 Argyle Street, Narrandera","$165,000",2,3,371.333333333333,517.207,"Sold","20 Aug 2018"
723,"Broken Hill","4 Wall Avenue, Cootamundra","$160,000",1,3,747.5,1126.84,"Sold","20 Aug 2018"
724,"South Grafton","19 Glennie Street, Woodenbong","$135,000",1,2,380.516666666667,597.104,"Sold","20 Aug 2018"
725,"Turramurra","307 Chloride Street, Broken Hill","$97,000",1,3,26.5666666666667,16.786,"Sold","20 Aug 2018"
726,"Broken Hill","16 Mopone Street, Cobar","$95,000",1,3,747.5,1126.84,"Sold","20 Aug 2018"
727,"Coonamble","255 Piper Street, Hay","$170,000",1,3,371.333333333333,517.207,"Sold","19 Aug 2018"
728,"Broken Hill","91 Aberdeen Street, Scone","$150,000",1,3,747.5,1126.84,"Sold","18 Aug 2018"
729,"Scone","113 Cassilis St, Coonabarabran","$163,000",1,3,191.116666666667,265.882,"Sold","17 Aug 2018"
730,"Kooringal","26 Belmore St, Canowindra","$146,000",1,3,275,455.478,"Sold","17 Aug 2018"
731,"Broken Hill","8 Eipper Street, Willow Tree","$128,000",1,3,747.5,1126.84,"Sold","17 Aug 2018"
732,"Port Macquarie","8 Manor Street, Jennings","$125,000",1,3,245.05,374.344,"Sold","17 Aug 2018"
733,"South Grafton","12 Victoria Street, Culcairn","$110,000",1,3,380.516666666667,597.104,"Sold","17 Aug 2018"
734,"Winston Hills","7-9 Junee Road, Temora","$100,000",1,3,11.8333333333333,8.122,"Sold","17 Aug 2018"
735,"Broken Hill","29 Charles Street, Narrandera","$80,000",1,2,747.5,1126.84,"Sold","17 Aug 2018"
736,"Kelso","76 Conapaira Street, Whitton","$169,000",1,3,147.9,180.4,"Sold","16 Aug 2018"
737,"Springfield","7 Macquarie, Glen Innes","$160,000",1,3,66.4333333333333,70.3,"Sold","16 Aug 2018"
738,"Cumnock","6 Stephen Street, Urbenville","$110,000",1,3,234.65,297.163,"Sold","16 Aug 2018"
739,"Oberon","25 Crescent Street, Koorawatha","$110,000",1,3,142.283333333333,162.662,"Sold","16 Aug 2018"
740,"Broken Hill","55 Ivor Street, Henty","$52,500",1,1,747.5,1126.84,"Sold","16 Aug 2018"
741,"Broken Hill","2 Kiely Street, Tenterfield","$165,000",1,4,747.5,1126.84,"Sold","15 Aug 2018"
742,"Broken Hill","149 Lambeth Street, Glen Innes","$135,000",1,3,747.5,1126.84,"Sold","15 Aug 2018"
743,"Aberdeen","20 Elizabeth Street, Spring Hill","$172,001",1,4,178.466666666667,251.816,"Sold","14 Aug 2018"
744,"Lockhart","530 Hicks Place, North Albury","$170,000",1,3,319.516666666667,519.498,"Sold","14 Aug 2018"
745,"Pooncarie","51/31 Kalaroo Road, Redhead","$165,000",1,2,703,1137.758,"Sold","14 Aug 2018"
746,"Broken Hill","54 Young Street, Dubbo","$145,000",1,2,747.5,1126.84,"Sold","14 Aug 2018"
747,"Coonamble","32-36 High Street Bunnan via, Scone","$140,000",1,2,371.333333333333,517.207,"Sold","14 Aug 2018"
748,"Broken Hill","93 Denison Street, Finley","$130,000",1,3,747.5,1126.84,"Sold","14 Aug 2018"
749,"South Grafton","20 Louth Road, Cobar","$120,000",1,3,380.516666666667,597.104,"Sold","14 Aug 2018"
750,"Turramurra","56 Grafton Street, Copmanhurst","$170,000",1,3,26.5666666666667,16.786,"Sold","13 Aug 2018"
751,"Broken Hill","32 Mckell Avenue, Mount Austin","$165,000",1,3,747.5,1126.84,"Sold","13 Aug 2018"
752,"Coonamble","53 Merrigal Street, Griffith","$165,000",1,3,371.333333333333,517.207,"Sold","13 Aug 2018"
753,"Broken Hill","8 Cynthia Street, Tarcutta","$147,000",1,3,747.5,1126.84,"Sold","13 Aug 2018"
754,"Scone","1 Moore Street, Emmaville","$130,000",1,3,191.116666666667,265.882,"Sold","13 Aug 2018"
755,"Kooringal","8 Noyes Street, Kandos","$110,000",1,2,275,455.478,"Sold","13 Aug 2018"
756,"Broken Hill","90 Hebbard Street, Broken Hill","$97,500",1,3,747.5,1126.84,"Sold","13 Aug 2018"
757,"Port Macquarie","75/158 Dry Dock Road, Tweed Heads South","$79,000",1,1,245.05,374.344,"Sold","13 Aug 2018"
758,"South Grafton","38 Robertson Street, Barmedman","$50,000",1,3,380.516666666667,597.104,"Sold","13 Aug 2018"
759,"Winston Hills","117 Long Street, Warialda","$140,000",2,4,11.8333333333333,8.122,"Sold","11 Aug 2018"
760,"Broken Hill","38 Tyson Street, South Grafton","$157,500",1,3,747.5,1126.84,"Sold","10 Aug 2018"
761,"Kelso","81 Wullamulla Street, Glen Innes","$85,000",1,3,147.9,180.4,"Sold","10 Aug 2018"
762,"Springfield","Unit 1 / 9 Sir William Hudson Street, Cooma","$165,000",1,1,66.4333333333333,70.3,"Sold","09 Aug 2018"
763,"Cumnock","27 Hay Street, Cootamundra","$140,000",1,3,234.65,297.163,"Sold","09 Aug 2018"
764,"Oberon","18 North Street, Werris Creek","$120,000",1,4,142.283333333333,162.662,"Sold","09 Aug 2018"
765,"Broken Hill","3/4 Old Barracks Lane, Young","$170,000",1,2,747.5,1126.84,"Sold","08 Aug 2018"
766,"Broken Hill","164 Robert Street, Tamworth","$165,000",1,3,747.5,1126.84,"Sold","08 Aug 2018"
767,"Broken Hill","206 Spring Street, Orange","$158,000",1,3,747.5,1126.84,"Sold","08 Aug 2018"
768,"Aberdeen","69 Clive Street, Tenterfield","$130,000",1,2,178.466666666667,251.816,"Sold","08 Aug 2018"
769,"Lockhart","18 Yarran Street, Coonamble","$130,000",1,3,319.516666666667,519.498,"Sold","08 Aug 2018"
770,"Pooncarie","86 Hill Street, Quirindi","$165,000",1,2,703,1137.758,"Sold","07 Aug 2018"
771,"Broken Hill","33 Narrandera Street, Grong Grong","$160,000",1,3,747.5,1126.84,"Sold","07 Aug 2018"
772,"Coonamble","62 Wells Street, Finley","$155,000",1,3,371.333333333333,517.207,"Sold","07 Aug 2018"
773,"Broken Hill","332 - 334 Oxide Street, Broken Hill","$127,500",1,3,747.5,1126.84,"Sold","07 Aug 2018"
774,"South Grafton","Site 8 Myola Gateway Caravan Park, Myola","$50,000",1,2,380.516666666667,597.104,"Sold","07 Aug 2018"
775,"Turramurra","33 Meade Street, Glen Innes","$170,000",1,3,26.5666666666667,16.786,"Sold","06 Aug 2018"
776,"Broken Hill","40 Thule Street, Barham","$156,000",1,3,747.5,1126.84,"Sold","06 Aug 2018"
777,"Coonamble","136 Warne Street, Wellington","$130,000",1,2,371.333333333333,517.207,"Sold","06 Aug 2018"
778,"Broken Hill","6 Turora Turora Street, Moulamein","$77,500",1,3,747.5,1126.84,"Sold","06 Aug 2018"
779,"Scone","8 Paris Avenue, Earlwood","$15,000",2,4,191.116666666667,265.882,"Sold","06 Aug 2018"
780,"Kooringal","918 Kestrel Street, North Albury","$160,000",1,3,275,455.478,"Sold","03 Aug 2018"
781,"Broken Hill","64 Gaffney Lane, Broken Hill","$135,000",1,2,747.5,1126.84,"Sold","03 Aug 2018"
782,"Port Macquarie","40B Ungarie Street, Ungarie","$125,000",1,4,245.05,374.344,"Sold","03 Aug 2018"
783,"South Grafton","117 GISBORNE STREET, Wellington","$107,500",1,3,380.516666666667,597.104,"Sold","03 Aug 2018"
784,"Winston Hills","495 SLOANE STREET, Deniliquin","$104,000",1,2,11.8333333333333,8.122,"Sold","03 Aug 2018"
785,"Broken Hill","Site 4/8 Gateway The Pines, Hearnes Lake Road, Woolgoolga","$88,000",1,1,747.5,1126.84,"Sold","03 Aug 2018"
786,"Kelso","11 Devenport Street, Dareton","$86,000",1,2,147.9,180.4,"Sold","03 Aug 2018"
787,"Springfield","20 Lee Street, Kelso","$160,000",1,3,66.4333333333333,70.3,"Sold","02 Aug 2018"
788,"Cumnock","50 Short Street, Inverell","$153,500",1,2,234.65,297.163,"Sold","02 Aug 2018"
789,"Oberon","503 Beryl Street, Broken Hill","$133,000",1,2,142.283333333333,162.662,"Sold","02 Aug 2018"
790,"Broken Hill","329 Oxide Street, Broken Hill","$130,000",1,2,747.5,1126.84,"Sold","01 Aug 2018"
791,"Broken Hill","36 Cowra Street, Gooloogong","$70,000",1,2,747.5,1126.84,"Sold","01 Aug 2018"
792,"Broken Hill","23 Barratta Street, Moulamein","$55,000",1,3,747.5,1126.84,"Sold","01 Aug 2018"
793,"Aberdeen","19 Emily Street, Tocumwal","$163,000",1,3,178.466666666667,251.816,"Sold","31 Jul 2018"
794,"Lockhart","26 Mitchell Street, Parkes","$150,000",1,3,319.516666666667,519.498,"Sold","31 Jul 2018"
795,"Pooncarie","41a Conargo Street, Mathoura","$138,000",2,3,703,1137.758,"Sold","31 Jul 2018"
796,"Broken Hill","66 Wakehurst Avenue, Batlow","$115,000",1,2,747.5,1126.84,"Sold","31 Jul 2018"
797,"Coonamble","109/26 Swimming Creek Road, Nambucca Heads","$112,000",2,2,371.333333333333,517.207,"Sold","31 Jul 2018"
798,"Broken Hill","12 Stewart Avenue, Tamworth","$145,000",1,3,747.5,1126.84,"Sold","30 Jul 2018"
799,"South Grafton","1 Medora Street, Inverell","$120,000",1,2,380.516666666667,597.104,"Sold","30 Jul 2018"
800,"Turramurra","260 Piper Street, Broken Hill","$95,000",1,2,26.5666666666667,16.786,"Sold","30 Jul 2018"
801,"Broken Hill","104/37 Chinderah Bay Drive, Chinderah","$68,000",1,1,747.5,1126.84,"Sold","29 Jul 2018"
802,"Coonamble","29 Lord Street, East Kempsey","$172,000",1,3,371.333333333333,517.207,"Sold","27 Jul 2018"
803,"Broken Hill","354 Wolfram Street, Broken Hill","$170,000",1,2,747.5,1126.84,"Sold","27 Jul 2018"
804,"Scone","126 Hardinge Street, South Guyra","$140,000",1,2,191.116666666667,265.882,"Sold","27 Jul 2018"
805,"Kooringal","5 Chester Street, Inverell","$135,000",1,2,275,455.478,"Sold","27 Jul 2018"
806,"Broken Hill","14 Russart Street, Lyndhurst","$135,000",1,2,747.5,1126.84,"Sold","27 Jul 2018"
807,"Port Macquarie","9 Watermain Street, Narrandera","$135,000",1,3,245.05,374.344,"Sold","27 Jul 2018"
808,"South Grafton","23/35 Skennars Head Road., Skennars Head","$169,500",1,2,380.516666666667,597.104,"Sold","26 Jul 2018"
809,"Winston Hills","53 Cadell Street, Wentworth","$150,000",2,3,11.8333333333333,8.122,"Sold","26 Jul 2018"
810,"Broken Hill","8 Dandaloo Street, Trangie","$110,000",1,3,747.5,1126.84,"Sold","26 Jul 2018"
811,"Kelso","24 Oberon  Street, Eugowra","$155,000",1,2,147.9,180.4,"Sold","25 Jul 2018"
812,"Springfield","139 Eyre Street, Broken Hill","$115,000",1,2,66.4333333333333,70.3,"Sold","25 Jul 2018"
813,"Cumnock","19 Bunyip Street, Goolgowi","$80,000",1,2,234.65,297.163,"Sold","25 Jul 2018"
814,"Oberon","188 Plover Street, North Albury","$165,000",1,3,142.283333333333,162.662,"Sold","24 Jul 2018"
815,"Broken Hill","31 Nowland Street, Quirindi","$130,000",1,3,747.5,1126.84,"Sold","24 Jul 2018"
816,"Broken Hill","37 Liverpool Street, Murrurundi","$100,000",1,2,747.5,1126.84,"Sold","24 Jul 2018"
817,"Broken Hill","7 Hope Street, Warialda","$95,000",2,4,747.5,1126.84,"Sold","24 Jul 2018"
818,"Aberdeen","204 Turf Street, Grafton","$130,000",1,3,178.466666666667,251.816,"Sold","23 Jul 2018"
819,"Lockhart","4 Thomas Street, Junee","$130,000",1,3,319.516666666667,519.498,"Sold","23 Jul 2018"
820,"Pooncarie","2625 Mid Western Highway, Bumbaldry","$98,000",1,2,703,1137.758,"Sold","23 Jul 2018"
821,"Broken Hill","94 Sam Street, Forbes","$124,000",1,3,747.5,1126.84,"Sold","21 Jul 2018"
822,"Coonamble","43 SIMPSON STREET, Wellington","$166,000",1,3,371.333333333333,517.207,"Sold","20 Jul 2018"
823,"Broken Hill","6 Patterson, Forbes","$160,000",1,3,747.5,1126.84,"Sold","20 Jul 2018"
824,"South Grafton","22A Lawrence Street, Mathoura","$145,000",1,3,380.516666666667,597.104,"Sold","20 Jul 2018"
825,"Turramurra","229  Albury Street, Harden","$138,000",1,3,26.5666666666667,16.786,"Sold","20 Jul 2018"
826,"Broken Hill","66 Duri Road, Tamworth","$165,000",1,3,747.5,1126.84,"Sold","19 Jul 2018"
827,"Coonamble","96 Wangie Street, Cooma","$155,000",1,3,371.333333333333,517.207,"Sold","19 Jul 2018"
828,"Broken Hill","6 William Street, Inverell","$138,000",1,3,747.5,1126.84,"Sold","19 Jul 2018"
829,"Scone","19 Pages Terrace, Coonamble","$85,000",1,2,191.116666666667,265.882,"Sold","19 Jul 2018"
830,"Kooringal","27 Merriwa Street, Boggabilla","$50,000",1,3,275,455.478,"Sold","19 Jul 2018"
831,"Broken Hill","37 Railway Street, Tenterfield","$135,000",1,2,747.5,1126.84,"Sold","18 Jul 2018"
832,"Port Macquarie","37 Drummond Street, Berrigan","$132,500",2,3,245.05,374.344,"Sold","18 Jul 2018"
833,"South Grafton","228 Cornish Street, Broken Hill","$80,000",1,3,380.516666666667,597.104,"Sold","18 Jul 2018"
834,"Winston Hills","196 Pell Street, Broken Hill","$80,000",1,3,11.8333333333333,8.122,"Sold","18 Jul 2018"
835,"Broken Hill","58 Young Street, Holbrook","$170,000",1,2,747.5,1126.84,"Sold","17 Jul 2018"
836,"Kelso","20 William Street, Glen Innes","$155,000",1,3,147.9,180.4,"Sold","17 Jul 2018"
837,"Springfield","456 McDonald Road, Lavington","$135,000",1,2,66.4333333333333,70.3,"Sold","17 Jul 2018"
838,"Cumnock","61 Hill Street, Quirindi","$120,000",1,3,234.65,297.163,"Sold","17 Jul 2018"
839,"Oberon","41  Deboos Street, Barmedman","$100,000",1,4,142.283333333333,162.662,"Sold","17 Jul 2018"
840,"Broken Hill","78 Brackin Street, Hillgrove","$36,000",1,1,747.5,1126.84,"Sold","17 Jul 2018"
841,"Broken Hill","325 Lane Street, Broken Hill","$158,000",1,3,747.5,1126.84,"Sold","16 Jul 2018"
842,"Broken Hill","7 Cunningham Street, Condobolin","$153,500",1,3,747.5,1126.84,"Sold","16 Jul 2018"
843,"Aberdeen","14 Bank Lane, Quirindi","$165,000",1,3,178.466666666667,251.816,"Sold","14 Jul 2018"
844,"Lockhart","11 Wirruna Street, Guyra","$120,000",1,3,319.516666666667,519.498,"Sold","14 Jul 2018"
845,"Pooncarie","1 High Street, Tenterfield","$162,500",1,3,703,1137.758,"Sold","13 Jul 2018"
846,"Broken Hill","173 Wyman Street, Broken Hill","$155,000",1,3,747.5,1126.84,"Sold","13 Jul 2018"
847,"Coonamble","25 William Street, Finley","$153,000",2,4,371.333333333333,517.207,"Sold","13 Jul 2018"
848,"Broken Hill","28 Iris Street, Harden","$140,000",1,2,747.5,1126.84,"Sold","13 Jul 2018"
849,"South Grafton","42 Tom Street, Gundagai","$110,000",1,2,380.516666666667,597.104,"Sold","13 Jul 2018"
850,"Turramurra","3 The Bucketts Way, Stroud Road","$175,000",1,3,26.5666666666667,16.786,"Sold","12 Jul 2018"
851,"Broken Hill","1022 Calimo Street, North Albury","$170,000",1,3,747.5,1126.84,"Sold","12 Jul 2018"
852,"Coonamble","52 Victor Street, Cowra","$145,000",1,2,371.333333333333,517.207,"Sold","12 Jul 2018"
853,"Broken Hill","4/32 Walu Road, Budgewoi","$135,000",1,2,747.5,1126.84,"Sold","12 Jul 2018"
854,"Scone","52 Henry Street, Werris Creek","$95,000",1,3,191.116666666667,265.882,"Sold","12 Jul 2018"
855,"Kooringal","110 Clarke Street, Murrumburrah","$171,500",1,3,275,455.478,"Sold","11 Jul 2018"
856,"Broken Hill","56/15 Quartersessions Road, Tarro","$152,500",1,2,747.5,1126.84,"Sold","11 Jul 2018"
857,"Port Macquarie","50-52 O'Donnell Street, Emmaville","$71,500",1,1,245.05,374.344,"Sold","11 Jul 2018"
858,"South Grafton","49 Carey Street, Tumut","$170,000",1,3,380.516666666667,597.104,"Sold","10 Jul 2018"
859,"Winston Hills","387 Rouse St, Tenterfield","$165,000",1,3,11.8333333333333,8.122,"Sold","10 Jul 2018"
860,"Broken Hill","101 Erskine Road, Griffith","$141,000",1,2,747.5,1126.84,"Sold","10 Jul 2018"
861,"Kelso","9 May Street, Narrabri","$120,000",1,3,147.9,180.4,"Sold","10 Jul 2018"
862,"Springfield","Address available on request, Warren","$118,000",1,3,66.4333333333333,70.3,"Sold","10 Jul 2018"
863,"Cumnock","271 Morish Street, Broken Hill","$45,000",1,2,234.65,297.163,"Sold","10 Jul 2018"
864,"Oberon","27 Braun Avenue, Dubbo","$170,000",1,3,142.283333333333,162.662,"Sold","08 Jul 2018"
865,"Broken Hill","37 Skellatar Street, Muswellbrook","$165,000",1,2,747.5,1126.84,"Sold","08 Jul 2018"
866,"Broken Hill","25 Murray Street, Tooleybuc","$120,000",1,3,747.5,1126.84,"Sold","07 Jul 2018"
867,"Broken Hill","52 Taylor Street, Glen Innes","$173,625",1,4,747.5,1126.84,"Sold","06 Jul 2018"
868,"Aberdeen","47 Pangee Street, Nyngan","$160,000",1,3,178.466666666667,251.816,"Sold","06 Jul 2018"
869,"Lockhart","4 Packham Street, Leeton","$150,000",1,3,319.516666666667,519.498,"Sold","06 Jul 2018"
870,"Pooncarie","14 Dry Street, Boorowa","$135,000",1,3,703,1137.758,"Sold","06 Jul 2018"
871,"Broken Hill","36 Mitchell Avenue, Khancoban","$135,000",1,2,747.5,1126.84,"Sold","06 Jul 2018"
872,"Coonamble","30 Bent Street, Kandos","$123,000",1,2,371.333333333333,517.207,"Sold","06 Jul 2018"
873,"Broken Hill","122 Pierce Street, Wellington","$110,000",1,3,747.5,1126.84,"Sold","06 Jul 2018"
874,"South Grafton","5 Lenord Street, Werris Creek","$155,000",1,3,380.516666666667,597.104,"Sold","05 Jul 2018"
875,"Turramurra","15 Centenary Avenue, Cootamundra","$129,000",1,2,26.5666666666667,16.786,"Sold","05 Jul 2018"
876,"Broken Hill","73 Bogan Street, Parkes","$125,000",1,2,747.5,1126.84,"Sold","05 Jul 2018"
877,"Coonamble","30 Louth Road, Cobar","$100,000",1,3,371.333333333333,517.207,"Sold","05 Jul 2018"
878,"Broken Hill","79 Long Street, Warialda","$23,000",1,2,747.5,1126.84,"Sold","05 Jul 2018"
879,"Scone","2 Nelson Street, Cowra","$175,000",1,3,191.116666666667,265.882,"Sold","04 Jul 2018"
880,"Kooringal","4 Abelia Way, South Grafton","$162,000",1,3,275,455.478,"Sold","04 Jul 2018"
881,"Broken Hill","88 Milner Parade, Quirindi","$155,000",1,3,747.5,1126.84,"Sold","04 Jul 2018"
882,"Port Macquarie","18 Christie Street, Warialda","$120,000",2,4,245.05,374.344,"Sold","04 Jul 2018"
883,"South Grafton","1 Maule Street, Coonamble","$70,000",1,3,380.516666666667,597.104,"Sold","04 Jul 2018"
884,"Winston Hills","4 Sixth Avenue, Tocumwal","$45,000",1,1,11.8333333333333,8.122,"Sold","04 Jul 2018"
885,"Broken Hill","5 South St, Broken Hill","$160,000",1,2,747.5,1126.84,"Sold","03 Jul 2018"
886,"Kelso","32 Demamiel Street, Darlington Point","$150,000",1,3,147.9,180.4,"Sold","03 Jul 2018"
887,"Springfield","31 Wall Avenue, Cootamundra","$150,000",1,2,66.4333333333333,70.3,"Sold","03 Jul 2018"
888,"Cumnock","992 Corella Street, North Albury","$139,000",1,2,234.65,297.163,"Sold","03 Jul 2018"
889,"Oberon","20 Kingston Street, Spring Ridge","$110,000",1,2,142.283333333333,162.662,"Sold","03 Jul 2018"
890,"Broken Hill","Address available on request, Cootamundra","$82,000",1,1,747.5,1126.84,"Sold","03 Jul 2018"
891,"Broken Hill","21 Loch Street, Ganmain","$53,000",1,2,747.5,1126.84,"Sold","03 Jul 2018"
892,"Broken Hill","14 Callaghan Street, Parkes","$168,250",1,3,747.5,1126.84,"Sold","02 Jul 2018"
893,"Aberdeen","84 Yarrow Street, Dunedoo","$165,000",1,3,178.466666666667,251.816,"Sold","02 Jul 2018"
894,"Lockhart","122 BURTON STREET, Deniliquin","$155,000",1,3,319.516666666667,519.498,"Sold","02 Jul 2018"
895,"Pooncarie","4142 Yetman Road, Inverell","$155,000",1,4,703,1137.758,"Sold","02 Jul 2018"
896,"Broken Hill","10 Burnes Street, Mathoura","$130,000",1,3,747.5,1126.84,"Sold","02 Jul 2018"
897,"Coonamble","55 Hall Street, Willow Tree","$117,500",1,2,371.333333333333,517.207,"Sold","02 Jul 2018"
898,"Broken Hill","58-62 Wolfram Street, Broken Hill","$60,000",1,2,747.5,1126.84,"Sold","02 Jul 2018"
899,"South Grafton","12 Stewart Street, Berrigan","$58,500",1,3,380.516666666667,597.104,"Sold","02 Jul 2018"
900,"Turramurra","28 Brougham Street, Moulamein","$78,000",1,4,26.5666666666667,16.786,"Sold","01 Jul 2018"
901,"Broken Hill","47 Hampden Street, Finley","$170,000",1,3,747.5,1126.84,"Sold","29 Jun 2018"
902,"Coonamble","3 Lachlan, Yeoval","$147,500",1,3,371.333333333333,517.207,"Sold","29 Jun 2018"
903,"Broken Hill","5 Moonboy Street, Bendemeer","$140,000",1,2,747.5,1126.84,"Sold","29 Jun 2018"
904,"Scone","4 Glasson Street, Wellington","$102,500",1,2,191.116666666667,265.882,"Sold","29 Jun 2018"
905,"Kooringal","166 Cornish Lane, Broken Hill","$90,000",1,2,275,455.478,"Sold","29 Jun 2018"
906,"Broken Hill","379 Chloride Street, Broken Hill","$63,000",1,3,747.5,1126.84,"Sold","29 Jun 2018"
907,"Port Macquarie","16 Carne Street, Moulamein","$55,000",2,4,245.05,374.344,"Sold","29 Jun 2018"
908,"South Grafton","10 Simpson Avenue, Coonamble","$162,500",1,3,380.516666666667,597.104,"Sold","28 Jun 2018"
909,"Winston Hills","713 Williams Street, Broken Hill","$160,000",2,3,11.8333333333333,8.122,"Sold","28 Jun 2018"
910,"Broken Hill","1043 Koonwarra Street, North Albury","$130,000",1,3,747.5,1126.84,"Sold","28 Jun 2018"
911,"Kelso","3 Elizabeth Street, Merriwa","$160,000",1,3,147.9,180.4,"Sold","27 Jun 2018"
912,"Springfield","16 Audley Street, Narrandera","$150,000",1,2,66.4333333333333,70.3,"Sold","27 Jun 2018"
913,"Cumnock","1 Short Street, Warialda","$128,000",1,2,234.65,297.163,"Sold","27 Jun 2018"
914,"Oberon","31 Charles Street, Wellington","$121,500",1,3,142.283333333333,162.662,"Sold","27 Jun 2018"
915,"Broken Hill","89 Williams Lane, Broken Hill","$117,000",2,2,747.5,1126.84,"Sold","27 Jun 2018"
916,"Broken Hill","7 Stella Street, Hillgrove","$110,000",1,3,747.5,1126.84,"Sold","27 Jun 2018"
917,"Broken Hill","13 Budd St, Berrigan","$89,000",1,2,747.5,1126.84,"Sold","26 Jun 2018"
918,"Aberdeen","17 Trafalgar Street, Young","$165,000",1,3,178.466666666667,251.816,"Sold","25 Jun 2018"
919,"Lockhart","49 High Street, Inverell","$164,000",1,3,319.516666666667,519.498,"Sold","25 Jun 2018"
920,"Pooncarie","6 Lindsay Avenue, Inverell","$150,000",1,2,703,1137.758,"Sold","25 Jun 2018"
921,"Broken Hill","63 Granville Street, Inverell","$148,000",1,2,747.5,1126.84,"Sold","25 Jun 2018"
922,"Coonamble","24 Hebden Street, Lockhart","$70,000",1,2,371.333333333333,517.207,"Sold","25 Jun 2018"
923,"Broken Hill","288 SLOANE STREET, Deniliquin","$146,000",1,3,747.5,1126.84,"Sold","23 Jun 2018"
924,"South Grafton","3 Jack Street, Inverell","$175,000",1,3,380.516666666667,597.104,"Sold","22 Jun 2018"
925,"Turramurra","566 Mair Street, Lavington","$170,000",1,3,26.5666666666667,16.786,"Sold","21 Jun 2018"
926,"Broken Hill","6 Kemp Street, Grafton","$167,500",1,1,747.5,1126.84,"Sold","21 Jun 2018"
927,"Coonamble","28 Clive, Wellington","$165,000",1,3,371.333333333333,517.207,"Sold","21 Jun 2018"
928,"Broken Hill","3 Paterson Street, Parkes","$165,000",1,2,747.5,1126.84,"Sold","21 Jun 2018"
