"X","Suburb","Address","Price","Baths","Beds","DistanceTime.min.","Distance.km.","Status","Date"
1,"Broken Hill","570 Argent St, Broken Hill","$160,000",2,3,747.5,1126.84,"ForSale",NA
2,"Coonamble","28 Broad Street, Coonamble","$150,000",1,3,371.333333333333,517.207,"ForSale",NA
3,"Broken Hill","412 Lane Street, Broken Hill","$149,500",1,2,747.5,1126.84,"ForSale",NA
4,"Scone","2/11 Joan Street, Scone","$189,000",1,2,191.116666666667,265.882,"ForSale",NA
5,"Kooringal","25 Ziegler Avenue, Kooringal","$179,000",1,3,275,455.478,"ForSale",NA
7,"Port Macquarie","27/140 Matthew Flinders Drive, Port Macquarie","$149,000",2,2,245.05,374.344,"ForSale",NA
8,"South Grafton","76 Margaret Crescent, South Grafton","$ 150,000 - $ 170,000",1,3,380.516666666667,597.104,"ForSale",NA
9,"Winston Hills","38 Tennyson Street, Winston Hills","PRICE GUIDE | $1,000,000 - $1,100,000",3,4,11.8333333333333,8.122,"ForSale",NA
10,"Broken Hill","569 Chapple Lane, Broken Hill","$175,000",1,3,747.5,1126.84,"ForSale",NA
11,"Kelso","26 Simmons Place, Kelso","$145,000",1,3,147.9,180.4,"ForSale",NA
13,"Cumnock","1 Railway Parade, Cumnock","$149,000",1,3,234.65,297.163,"ForSale",NA
14,"Oberon","97 North Street, Oberon","$185,000",1,2,152.283333333333,172.362,"ForSale",NA
15,"Broken Hill","242 Mercury St, Broken Hill","$95,000",1,3,747.5,1126.84,"ForSale",NA
16,"Broken Hill","290 Wilson St, Broken Hill","$59,000",1,3,747.5,1126.84,"ForSale",NA
17,"Broken Hill","133 Harvey St, Broken Hill","$155,000",1,3,747.5,1126.84,"ForSale",NA
18,"Aberdeen","72 Bedford Street, Aberdeen","$135,000",1,3,178.466666666667,251.816,"ForSale",NA
19,"Lockhart","67 Hebden Street, Lockhart","$169,000",1,3,319.516666666667,519.498,"ForSale",NA
20,"Pooncarie","61-63 Tarcoola Street, Pooncarie","$160,000 to $170,000",1,3,703,1137.758,"ForSale",NA
21,"Broken Hill","465 Lane Lane, Broken Hill","$95,000",1,2,747.5,1126.84,"ForSale",NA
22,"Coonamble","14 Coonamble Terrace, Coonamble","$99,000",1,4,371.333333333333,517.207,"ForSale",NA
25,"Turramurra","1/404 Bobbin Head Road, Turramurra","For Sale $1,050,000",2,3,28.3,23.022,"ForSale",NA
26,"Broken Hill","76 Galena Street, Broken Hill","$95,000",1,3,747.5,1126.84,"ForSale",NA
27,"Coonamble","56 Comer Street, Henty","Reduced to $185,000",1,3,371.333333333333,517.207,"ForSale",NA
28,"Broken Hill","113 Boughtman St, Broken Hill","$160,000",2,4,747.5,1126.84,"ForSale",NA
29,"Scone","624 Williams Street, Broken Hill","$149,000",1,3,191.116666666667,265.882,"ForSale",NA
30,"Kooringal","595 Fisher St, Broken Hill","$135,000",1,3,275,455.478,"ForSale",NA
32,"Port Macquarie","33 Mate Street, Tumbarumba","$140,000",1,2,245.05,374.344,"ForSale",NA
33,"South Grafton","71 Wilson Street, Broken Hill","$70,000",1,3,380.516666666667,597.104,"ForSale",NA
36,"Kelso","2/26 Comstock Street, Broken Hill","$75,000",1,2,147.9,180.4,"ForSale",NA
40,"Broken Hill","71 William Street, Muswellbrook","$145,000",1,3,747.5,1126.84,"ForSale",NA
41,"Broken Hill","24 Manson Street, Pleasant Hills","$170,000",1,3,747.5,1126.84,"ForSale",NA
42,"Broken Hill","33A Newcombe Street, Cowra","$155,000",1,2,747.5,1126.84,"ForSale",NA
43,"Aberdeen","9 Perly Grove, Cameron Park","Guide: $790,000 - $870,000",3,6,178.466666666667,251.816,"ForSale",NA
44,"Lockhart","95 Eyre Street, Broken Hill","$140,000",1,3,319.516666666667,519.498,"ForSale",NA
45,"Pooncarie","22 Jerilderie St, Berrigan","VALUE AT $128,000",1,3,703,1137.758,"ForSale",NA
47,"Coonamble","8 Watt Street, Cowra","$89,000",1,2,371.333333333333,517.207,"ForSale",NA
48,"Broken Hill","145B Gypsum Street, Broken Hill","$165,000",1,3,747.5,1126.84,"ForSale",NA
49,"South Grafton","276 Patton Street, Broken Hill","$140,000",1,3,380.516666666667,597.104,"ForSale",NA
50,"Turramurra","6  Beryl Lane, Broken Hill","$129,000",1,2,28.3,23.022,"ForSale",NA
51,"Broken Hill","95 Duff Street, Broken Hill","$75,000",1,2,747.5,1126.84,"ForSale",NA
52,"Coonamble","34 Forbes Street, Muswellbrook","$140,000",1,2,371.333333333333,517.207,"ForSale",NA
53,"Broken Hill","12 Lee Street, Cowra","$175,000",1,4,747.5,1126.84,"ForSale",NA
54,"Scone","Lot/174 Coreen School Road, Coreen","$125,000",1,2,191.116666666667,265.882,"ForSale",NA
56,"Broken Hill","3 Henry Street, Barraba","Reduced to $129,500",1,3,747.5,1126.84,"ForSale",NA
57,"Port Macquarie","10 Fifth Avenue, Narromine","$169,000",1,2,245.05,374.344,"ForSale",NA
58,"South Grafton","469 Maher St, Deniliquin","For Sale $155,000",1,3,380.516666666667,597.104,"ForSale",NA
59,"Winston Hills","10 Centre Street, Quirindi","$165,000",1,2,11.8333333333333,8.122,"ForSale",NA
60,"Broken Hill","275  Oxide Street, Broken Hill","$55,000",1,2,747.5,1126.84,"ForSale",NA
61,"Kelso","30 Gap Street, Parkes","$180,000",1,2,147.9,180.4,"ForSale",NA
62,"Springfield","12 Station Street Charbon, Kandos","$140,000",1,3,66.4333333333333,70.3,"ForSale",NA
63,"Cumnock","88 Long Street, Warialda","$139,000",1,1,234.65,297.163,"ForSale",NA
64,"Oberon","162 Pierce Street, Wellington","$74,500",1,3,152.283333333333,172.362,"ForSale",NA
65,"Broken Hill","7 High Street, Ardglen","$95,000",1,3,747.5,1126.84,"ForSale",NA
66,"Broken Hill","9 Pollock Street, Quirindi","$120,000",1,2,747.5,1126.84,"ForSale",NA
67,"Broken Hill","115 Iodide St, Broken Hill","$75,000",1,3,747.5,1126.84,"ForSale",NA
68,"Aberdeen","23 Nicholls Street, Broken Hill","$74,999",1,3,178.466666666667,251.816,"ForSale",NA
69,"Lockhart","12 Bonanza Street, Broken Hill","$120,000",1,3,319.516666666667,519.498,"ForSale",NA
70,"Pooncarie","8 Sweetwater Drive, Henty","$185,000",1,2,703,1137.758,"ForSale",NA
71,"Broken Hill","8 Wattle Street, Culcairn","$175,000",1,3,747.5,1126.84,"ForSale",NA
72,"Coonamble","29-31 Tarcoola Street, Pooncarie","$80,000 - $85,000",1,3,371.333333333333,517.207,"ForSale",NA
73,"Broken Hill","187 Brazil St, Broken Hill","$130,000",1,3,747.5,1126.84,"ForSale",NA
75,"Turramurra","34 The Grange, Picton","$1,075,000 - $1,180,000",3,4,28.3,23.022,"ForSale",NA
76,"Broken Hill","45 Ivor St, Henty","$70,000",1,2,747.5,1126.84,"ForSale",NA
77,"Coonamble","52 Wandobah Road, Gunnedah","For Sale $160,000-$176,000",1,3,371.333333333333,517.207,"ForSale",NA
78,"Broken Hill","67 Williams St, Broken Hill","$160,000 - $170,000",1,3,747.5,1126.84,"ForSale",NA
79,"Scone","27 Boughtman St, Broken Hill","$89,900",1,3,191.116666666667,265.882,"ForSale",NA
80,"Kooringal","285 Piper Street, Broken Hill","$85,000",1,2,275,455.478,"ForSale",NA
81,"Broken Hill","20/124 Margaret Street, Orange","$105,000",1,1,747.5,1126.84,"ForSale",NA
83,"South Grafton","1-3 Bligh St, Baradine","$55,000",1,3,380.516666666667,597.104,"ForSale",NA
84,"Winston Hills","340 Morish St, Broken Hill","$90,000",1,2,11.8333333333333,8.122,"ForSale",NA
85,"Broken Hill","339 Duff St, Broken Hill","$124,900",1,3,747.5,1126.84,"ForSale",NA
86,"Kelso","628 Argent Street, Broken Hill","119000",1,3,147.9,180.4,"ForSale",NA
87,"Springfield","28 Queen Street, Barmedman","$90,000",1,4,66.4333333333333,70.3,"ForSale",NA
88,"Cumnock","171 Grey Street, Glen Innes","$20,000 PLUS STOCK",1,1,234.65,297.163,"ForSale",NA
89,"Oberon","335 Morish St, Broken Hill","92500",1,2,152.283333333333,172.362,"ForSale",NA
90,"Broken Hill","37 Arthur Street, Wellington","$169,500",1,3,747.5,1126.84,"ForSale",NA
91,"Broken Hill","10 Johnson Street, Caroona","$150,000",1,3,747.5,1126.84,"ForSale",NA
92,"Broken Hill","157 Knox St, Broken Hill","$90,000",1,3,747.5,1126.84,"ForSale",NA
93,"Aberdeen","99 Wilkes Street, Wentworth","$110,000",2,3,178.466666666667,251.816,"ForSale",NA
94,"Lockhart","50 Livingstone Street, Mathoura","$115,000",1,4,319.516666666667,519.498,"ForSale",NA
95,"Pooncarie","53 Harris St, Broken Hill","$100,000",1,3,703,1137.758,"ForSale",NA
96,"Broken Hill","5 Fairway Drive, Tumut","$150,000",1,2,747.5,1126.84,"ForSale",NA
98,"Broken Hill","26 Cromarty Street, Quirindi","$160,000",1,3,747.5,1126.84,"ForSale",NA
99,"South Grafton","411 Iodide St, Broken Hill","$175,000",2,4,380.516666666667,597.104,"ForSale",NA
100,"Turramurra","1A Bonanza St, Broken Hill","$89,000",1,2,28.3,23.022,"ForSale",NA
101,"Broken Hill","110 Oxide St, Broken Hill","$98,000",1,2,747.5,1126.84,"ForSale",NA
102,"Coonamble","80 Gaffney Lane, Broken Hill","$85,000",1,2,371.333333333333,517.207,"ForSale",NA
103,"Broken Hill","50 Ferrier Street, Lockhart","$80,000",1,2,747.5,1126.84,"ForSale",NA
104,"Scone","9/429 McDonald Road, Lavington","$100,000",1,2,191.116666666667,265.882,"ForSale",NA
105,"Kooringal","173 - 175 Cummins Lane, Broken Hill","$100,000",1,3,275,455.478,"ForSale",NA
106,"Broken Hill","676 McGowen Street, Broken Hill","$95,000",1,3,747.5,1126.84,"ForSale",NA
107,"Port Macquarie","284 Patton St, Broken Hill","$69,000",1,2,245.05,374.344,"ForSale",NA
108,"South Grafton","3a Livingstone Street, Mathoura","$149,000",1,2,380.516666666667,597.104,"ForSale",NA
109,"Winston Hills","401 Cummins Street, Broken Hill","$99,000",1,2,11.8333333333333,8.122,"ForSale",NA
110,"Broken Hill","6 Casuarina Avenue, Broken Hill","$165,000",1,3,747.5,1126.84,"ForSale",NA
111,"Kelso","90 Cornish St, Broken Hill","$75,000",1,3,147.9,180.4,"ForSale",NA
113,"Cumnock","44-46 Coreen Street, Oaklands","$90,000",1,2,234.65,297.163,"ForSale",NA
114,"Oberon","191 Farnell Street, Forbes","$160,000",1,3,152.283333333333,172.362,"ForSale",NA
115,"Broken Hill","36 Stewart Street, Kandos","$140,000",1,1,747.5,1126.84,"ForSale",NA
116,"Broken Hill","6 BUNA STREET, Orange","$168,000",1,3,747.5,1126.84,"ForSale",NA
117,"Broken Hill","Site 6/419 Tarean Road, Karuah","$85,500",1,1,747.5,1126.84,"ForSale",NA
118,"Aberdeen","Windmill Hill E - Stage 9 & 10, Tamworth","From $140,000",2,4,178.466666666667,251.816,"ForSale",NA
119,"Lockhart","Stage 6 Redbank Estate - Calala, Tamworth","From $139,000",2,4,319.516666666667,519.498,"ForSale",NA
120,"Pooncarie","464 Wyman Lane, Broken Hill","$110,000",1,3,703,1137.758,"ForSale",NA
121,"Broken Hill","7 Hampden Street, Finley","$99,000",2,3,747.5,1126.84,"ForSale",NA
122,"Coonamble","3 Muir Place, St Andrews","$630,000 - $670,000",1,4,371.333333333333,517.207,"ForSale",NA
123,"Broken Hill","37 Gunn Street, Wentworth","$96,000 to $105,000",1,3,747.5,1126.84,"ForSale",NA
124,"South Grafton","250/221 Hastings River Drive, Port Macquarie","$169,000",1,3,380.516666666667,597.104,"ForSale",NA
125,"Turramurra","328 Edward Street, Moree","$80,000",1,2,28.3,23.022,"ForSale",NA
126,"Broken Hill","2 South Street, Culcairn","$159,000",1,2,747.5,1126.84,"ForSale",NA
127,"Coonamble","62 Murray Street, Wentworth","$165,000 - $172,000",1,3,371.333333333333,517.207,"ForSale",NA
128,"Broken Hill","Stage 9 & 10 Windmill Hill Estate, Tamworth","From $140,000",2,4,747.5,1126.84,"ForSale",NA
129,"Scone","17  Kokoda Street, Orange","$160,000",1,2,191.116666666667,265.882,"ForSale",NA
130,"Kooringal","18 Young Street, Deepwater, Glen Innes","$105,000",1,1,275,455.478,"ForSale",NA
131,"Broken Hill","7/12-30 Duffys Road, Terrigal","Price Guide $175,000",1,2,747.5,1126.84,"ForSale",NA
132,"Port Macquarie","115C Woodrow Place, Figtree","$150,000",1,2,245.05,374.344,"ForSale",NA
133,"South Grafton","Cabin 18,2940 Salisbury Road(Barrington Cottages),Salisbury Via, Dungog","$110,000",1,2,380.516666666667,597.104,"ForSale",NA
134,"Winston Hills","11 Friel Street, Buronga","$155,000 - $170,000",1,2,11.8333333333333,8.122,"ForSale",NA
135,"Broken Hill","2/8 Goruk Close, Muswellbrook","Buyer Guide $170,000 - $180,000",1,2,747.5,1126.84,"ForSale",NA
136,"Kelso","23 Glasson Street, Quandialla","REDUCED to $157,500",1,4,147.9,180.4,"ForSale",NA
137,"Springfield","29 Lindsay Street, Woodenbong","$90,000",1,1,66.4333333333333,70.3,"ForSale",NA
138,"Cumnock","23-25 Gill Street, Bonalbo","$49,000",1,2,234.65,297.163,"ForSale",NA
139,"Oberon","25 Iris Street, Gilgandra","$65,000",1,1,152.283333333333,172.362,"ForSale",NA
140,"Broken Hill","56/36 Golding Street, Yamba","$150,000",1,2,747.5,1126.84,"ForSale",NA
141,"Broken Hill","9 William Street, Wellington","$79,500",1,3,747.5,1126.84,"ForSale",NA
142,"Broken Hill","10 Cross Street, Glen Innes","$120,000",1,2,747.5,1126.84,"ForSale",NA
143,"Aberdeen","163 Williams Street, Broken Hill","$105,000",1,3,178.466666666667,251.816,"ForSale",NA
144,"Lockhart","15 Collins Avenue, Dubbo","$148,000",1,3,319.516666666667,519.498,"ForSale",NA
145,"Pooncarie","100 Taylors Rd, Norfolk Island","Unique Real Estate Opportunity $70,000",2,1,703,1137.758,"ForSale",NA
146,"Broken Hill","68 Wollombi Road, Muswellbrook","$160,000",1,3,747.5,1126.84,"ForSale",NA
147,"Coonamble","72 Jellicoe Street, Temora","$165,000",1,2,371.333333333333,517.207,"ForSale",NA
148,"Broken Hill","22 Goodwill, Condobolin","$175,000",1,3,747.5,1126.84,"ForSale",NA
149,"South Grafton","23 Elm Street, Tamworth","$159,000",1,3,380.516666666667,597.104,"ForSale",NA
150,"Turramurra","3 Myrtle Drive, Armidale","$150,000",1,1,28.3,23.022,"ForSale",NA
151,"Broken Hill","93 Talmoi Road, Garah","$150,000",1,3,747.5,1126.84,"ForSale",NA
152,"Coonamble","27 Williams Avenue, Cootamundra","$139,000",1,2,371.333333333333,517.207,"ForSale",NA
153,"Broken Hill","117/26 Swimming Creek Rd, Nambucca Heads","$129,000",1,2,747.5,1126.84,"ForSale",NA
154,"Scone","17 Farnell, Euabalong","$45,000",1,3,191.116666666667,265.882,"ForSale",NA
155,"Kooringal","57 Dalgetty Street, Narrandera","$149,000",1,3,275,455.478,"ForSale",NA
156,"Broken Hill","27 Conadilly Street, Gunnedah","$209,500",1,3,747.5,1126.84,"ForSale",NA
157,"Port Macquarie","39 Bendemeer Street, Bundarra","$129,000",1,3,245.05,374.344,"ForSale",NA
158,"South Grafton","6 Kennard Street, Wellington","$165,000",1,3,380.516666666667,597.104,"ForSale",NA
161,"Kelso","28 BLAKE STREET, Pallamallawa","$90,000",1,2,147.9,180.4,"ForSale",NA
162,"Springfield","122/2231 Pacific Highway, Heatherbrae","$153,000",1,2,66.4333333333333,70.3,"ForSale",NA
163,"Cumnock","70 Orange Street, Parkes","$150,000",1,3,234.65,297.163,"ForSale",NA
164,"Oberon","74 Market Street, Warialda","$145,000",1,2,152.283333333333,172.362,"ForSale",NA
165,"Broken Hill","81/2231 pacific highway, Heatherbrae","$120,000",1,2,747.5,1126.84,"ForSale",NA
166,"Broken Hill","15 Bourke Street, Cobar","$115,000",1,2,747.5,1126.84,"ForSale",NA
168,"Aberdeen","291 HARFLEUR STREET, Deniliquin","$149,000",1,3,178.466666666667,251.816,"ForSale",NA
171,"Broken Hill","10 Green Street, Tamworth","$175,000",1,3,747.5,1126.84,"ForSale",NA
173,"Broken Hill","22 Kingfisher Crescent, Arrawarra","$99,000",1,2,747.5,1126.84,"ForSale",NA
175,"Turramurra","47 Cossa Street, Tamworth","$145,000",1,3,28.3,23.022,"ForSale",NA
176,"Broken Hill","14 Queen Street, Barmedman","$65,000",1,3,747.5,1126.84,"ForSale",NA
177,"Coonamble","67 Warialda Road, Inverell","$169,000",1,2,371.333333333333,517.207,"ForSale",NA
178,"Broken Hill","Address available on request, Tomakin","$145,000",1,2,747.5,1126.84,"ForSale",NA
179,"Scone","5A Gill Street, Bonalbo","$160,000",1,2,191.116666666667,265.882,"ForSale",NA
180,"Kooringal","10 Cross, Glen Innes","$120,000",1,2,275,455.478,"ForSale",NA
181,"Broken Hill","432/1 Oleander Street, Canton Beach","$85,000",1,2,747.5,1126.84,"ForSale",NA
184,"Winston Hills","114 Healeys Lane, Glen Innes","$175,000",1,1,11.8333333333333,8.122,"ForSale",NA
185,"Broken Hill","214 William Street, Hay","$125,000",1,2,747.5,1126.84,"ForSale",NA
187,"Springfield","4 Donald Lane, Glencoe","$100,000",1,1,66.4333333333333,70.3,"ForSale",NA
188,"Cumnock","14 Park Street, Ardlethan","$89,000",1,2,234.65,297.163,"ForSale",NA
189,"Oberon","114 BROWN STREET, Boggabilla","$28,000",1,4,152.283333333333,172.362,"ForSale",NA
190,"Broken Hill","9 Alldis Street, Condobolin","$130,000",1,2,747.5,1126.84,"ForSale",NA
191,"Broken Hill","78 Coree Street, Finley","$125,000",1,3,747.5,1126.84,"ForSale",NA
192,"Broken Hill","75 Mitchell Street, Bourke","This home is priced to sell at $99,000",1,4,747.5,1126.84,"ForSale",NA
193,"Aberdeen","61 Young Street, Oaklands","$60,000",1,2,178.466666666667,251.816,"ForSale",NA
194,"Lockhart","49 Ferrier Street, Narrandera","$140,000",1,3,319.516666666667,519.498,"ForSale",NA
195,"Pooncarie","18 Young Street, Deepwater","$105,000",1,1,703,1137.758,"ForSale",NA
196,"Broken Hill","144/40 Shoalhaven Heads Road, Shoalhaven Heads","$145,000",1,2,747.5,1126.84,"ForSale",NA
198,"Broken Hill","14/1a Cutler Drive, Wyong","$128,000",1,2,747.5,1126.84,"ForSale",NA
199,"South Grafton","13 Sussex Street, West Tamworth","$49,000 negotiable",1,3,380.516666666667,597.104,"ForSale",NA
200,"Turramurra","334 AUBURN STREET, Moree","$169,000",2,4,28.3,23.022,"ForSale",NA
201,"Broken Hill","26 George Street, Gunnedah","For Sale $170,000-$185,000",1,3,747.5,1126.84,"ForSale",NA
202,"Coonamble","218 Lowry Street, North Albury","$175,000",1,3,371.333333333333,517.207,"ForSale",NA
203,"Broken Hill","12 Vernon Street, South Kempsey","$150,000",1,3,747.5,1126.84,"ForSale",NA
204,"Scone","21 Currawong Avenue, Harrington","$69,000",1,1,191.116666666667,265.882,"ForSale",NA
205,"Kooringal","2647 GLEN INNES, Glen Innes","$50,000",1,1,275,455.478,"ForSale",NA
206,"Broken Hill","21 Weemabah St, Trangie","$40,000",1,3,747.5,1126.84,"ForSale",NA
207,"Port Macquarie","78 Goran Street, Curlewis","$179,000",1,3,245.05,374.344,"ForSale",NA
208,"South Grafton","4 Banksia Avenue, Leeton","$160,000",1,3,380.516666666667,597.104,"ForSale",NA
209,"Winston Hills","28 Rodgers St, Kandos","$140,000",1,3,11.8333333333333,8.122,"ForSale",NA
210,"Broken Hill","2 Mitchell Avenue, Khancoban","$130,000",1,3,747.5,1126.84,"ForSale",NA
211,"Kelso","73 Anne Street, Moree","$69,000",1,3,147.9,180.4,"ForSale",NA
212,"Springfield","2816 Bates Road, Torrington","$175,000",1,2,66.4333333333333,70.3,"ForSale",NA
213,"Cumnock","12 Grantham Street, Boggabri","$160,000",1,3,234.65,297.163,"ForSale",NA
214,"Oberon","48 Edward Street, Corowa","$137,000",1,2,152.283333333333,172.362,"ForSale",NA
215,"Broken Hill","12/31 Kalaroo Road, Redhead","Price Guide $90,000 - $99,000",1,1,747.5,1126.84,"ForSale",NA
216,"Broken Hill","243 Iodide Street, Broken Hill","$165,000",1,2,747.5,1126.84,"ForSale",NA
217,"Broken Hill","381 BOSTON STREET, Moree","$149,000",1,3,747.5,1126.84,"ForSale",NA
219,"Lockhart","2/282 Wick St, Deniliquin","For Sale $182,500",1,2,319.516666666667,519.498,"ForSale",NA
220,"Pooncarie","19/2 Evans Road, Canton Beach","$169,000",1,1,703,1137.758,"ForSale",NA
221,"Broken Hill","7/598 Summerland Way, Grafton","$155,000",1,2,747.5,1126.84,"ForSale",NA
222,"Coonamble","72 Bathurst Street, Cobar","$155,000",1,3,371.333333333333,517.207,"ForSale",NA
223,"Broken Hill","90 Darby Road, Spring Ridge","$165,000",2,3,747.5,1126.84,"ForSale",NA
224,"South Grafton","23/186 Chinderah Bay Road, Chinderah","$135,000",1,2,380.516666666667,597.104,"ForSale",NA
225,"Turramurra","10 Long Street, Warialda","$130,000",1,3,28.3,23.022,"ForSale",NA
226,"Broken Hill","32/491  River Street, West Ballina","$130,000",1,1,747.5,1126.84,"ForSale",NA
227,"Coonamble","20 Parc Guell Ave, Campbelltown","$749,950",2,4,371.333333333333,517.207,"ForSale",NA
228,"Broken Hill","15 Eurimie Street, Coonamble","$65,000 ONO",1,3,747.5,1126.84,"ForSale",NA
231,"Broken Hill","106 Clarinda street, Parkes","$175,000",1,3,747.5,1126.84,"ForSale",NA
232,"Port Macquarie","137 Brae Street, Inverell","$169,000",1,6,245.05,374.344,"ForSale",NA
233,"South Grafton","17 Scott Street, Cassilis","$167,500",1,2,380.516666666667,597.104,"ForSale",NA
234,"Winston Hills","12 Reedy Street, Batlow","$150,000",1,3,11.8333333333333,8.122,"ForSale",NA
235,"Broken Hill","26 Muriel Street, Ungarie","$120,000",1,2,747.5,1126.84,"ForSale",NA
236,"Kelso","120 Rose Street, Wee Waa","$79,000",1,2,147.9,180.4,"ForSale",NA
237,"Springfield","Address available on request, Leeton","$55,500",1,1,66.4333333333333,70.3,"ForSale",NA
240,"Broken Hill","47 Mulyan Street, Cowra","$175,000",1,3,747.5,1126.84,"ForSale",NA
241,"Broken Hill","45 Noyeau Street, Woodstock","$189,000",1,2,747.5,1126.84,"ForSale",NA
242,"Broken Hill","124/8 Hearnes Lake Road, The Pines, Woolgoolga","$160,000",1,2,747.5,1126.84,"ForSale",NA
243,"Aberdeen","8 Myall St, Binnaway","$145,000",1,3,178.466666666667,251.816,"ForSale",NA
244,"Lockhart","106 Simpson, Wellington","$119,000",1,3,319.516666666667,519.498,"ForSale",NA
245,"Pooncarie","U20/52 Wellington Drive, Nambucca Heads","$170,000 - $180,000",1,2,703,1137.758,"ForSale",NA
246,"Broken Hill","18 Young St, Deepwater","$105,000",1,1,747.5,1126.84,"ForSale",NA
247,"Coonamble","69 Tocumwal Street, Finley","$98,000",1,3,371.333333333333,517.207,"ForSale",NA
248,"Broken Hill","39 Morish Street, Broken Hill","$90,000",1,2,747.5,1126.84,"ForSale",NA
250,"Turramurra","16/4 Gimberts Road, Morisset","$175,000",1,2,28.3,23.022,"ForSale",NA
252,"Coonamble","436 HAY ROAD, Deniliquin","$160,000",1,3,371.333333333333,517.207,"ForSale",NA
253,"Broken Hill","33 Namoi Street, Coonamble","$160,000",1,3,747.5,1126.84,"ForSale",NA
254,"Scone","49 Pierce Street, Wellington","$140,000",1,3,191.116666666667,265.882,"ForSale",NA
255,"Kooringal","7 Clerk Street, Bundarra","$125,000",1,1,275,455.478,"ForSale",NA
256,"Broken Hill","14 Sowerby Avenue, Muswellbrook","$110,000",1,3,747.5,1126.84,"ForSale",NA
257,"Port Macquarie","20 Carramar Avenue, Jordan Springs","Brand New Luxury | Price Guide $850,000 - $899,000",2,4,245.05,374.344,"ForSale",NA
260,"Broken Hill","22 Banksia Avenue, Leeton","$160,000",1,2,747.5,1126.84,"ForSale",NA
261,"Kelso","73 Tudor Street, Bourke","$155,000",1,3,147.9,180.4,"ForSale",NA
262,"Springfield","Address available on request, Armidale","Auction Guide $149,000",1,3,66.4333333333333,70.3,"ForSale",NA
263,"Cumnock","63 Langham Street, Ganmain","$125,000",1,4,234.65,297.163,"ForSale",NA
265,"Broken Hill","53 491 River Street, Ballina","$49,000",1,1,747.5,1126.84,"ForSale",NA
266,"Broken Hill","96 Taylor St, Glen Innes","$170,000",1,3,747.5,1126.84,"ForSale",NA
268,"Aberdeen","77 Tocumwal Street, Finley","$169,000",1,3,178.466666666667,251.816,"ForSale",NA
269,"Lockhart","30 Davis St, Berrigan","ASKING $159,000 ono",1,3,319.516666666667,519.498,"ForSale",NA
270,"Pooncarie","35 Budd St, Berrigan","CLASSIC $145,000",1,3,703,1137.758,"ForSale",NA
272,"Coonamble","30 William Street, Delegate","$149,000",1,3,371.333333333333,517.207,"ForSale",NA
273,"Broken Hill","28 Simmons Place, Kelso","$139,000",1,3,747.5,1126.84,"ForSale",NA
274,"South Grafton","7 Rupert Street, Narrandera","$125,000",1,3,380.516666666667,597.104,"ForSale",NA
275,"Turramurra","35 Albury Street, Ashford","$169,000",2,3,28.3,23.022,"ForSale",NA
276,"Broken Hill","36 Park Street EMMAVILLE, Glen Innes","$149,500",1,2,747.5,1126.84,"ForSale",NA
278,"Broken Hill","Address available on request, Urbenville","$90,000",2,3,747.5,1126.84,"ForSale",NA
279,"Scone","11 JAEGER Avenue, Gunnedah","$179,000",1,3,191.116666666667,265.882,"ForSale",NA
280,"Kooringal","7 Tarakan Avenue, Muswellbrook","FIRST NATIONAL $150,000",1,3,275,455.478,"ForSale",NA
281,"Broken Hill","17 Baker Street, Inverell","$159,000",1,5,747.5,1126.84,"ForSale",NA
282,"Port Macquarie","33 Wilson St, Brewarrina","Asking price $100,000",1,3,245.05,374.344,"ForSale",NA
284,"Winston Hills","10 Forbes Street, Gooloogong","Reduced to $150,000",1,3,11.8333333333333,8.122,"ForSale",NA
285,"Broken Hill","13/149 Hume Street, Goulburn","$169,000",1,2,747.5,1126.84,"ForSale",NA
286,"Kelso","540 Bathurst Street, Broken Hill","$159,000",2,3,147.9,180.4,"ForSale",NA
287,"Springfield","69 North Street, West Kempsey","$145,000",1,4,66.4333333333333,70.3,"ForSale",NA
288,"Cumnock","39 Wolfram Street, Broken Hill","$140,000",1,2,234.65,297.163,"ForSale",NA
289,"Oberon","8 Bonanza Street, Broken Hill","$130,000",1,3,152.283333333333,172.362,"ForSale",NA
290,"Broken Hill","1 Emigrant Creek Broadwater Place, West Ballina","$120,000 Negotiable",1,3,747.5,1126.84,"ForSale",NA
291,"Broken Hill","106 Patton Street, Broken Hill","$102,000",1,2,747.5,1126.84,"ForSale",NA
292,"Broken Hill","83/1A Kalaroo Road, Redhead","$90,000",1,1,747.5,1126.84,"ForSale",NA
293,"Aberdeen","3 Charles Street, Wellington","$179,800",2,4,178.466666666667,251.816,"ForSale",NA
294,"Lockhart","8 Alice Street, Deepwater","$165,000",1,3,319.516666666667,519.498,"ForSale",NA
295,"Pooncarie","62 Phillip Street, Carroll","$75,000",1,2,703,1137.758,"ForSale",NA
296,"Broken Hill","106 HUNTER STREET, Deniliquin","$159,000",1,3,747.5,1126.84,"ForSale",NA
297,"Coonamble","322 JONES AVENUE, Deniliquin","$158,000",1,2,371.333333333333,517.207,"ForSale",NA
298,"Broken Hill","80 Lynn Street, Boggabri","$130,000",1,2,747.5,1126.84,"ForSale",NA
299,"South Grafton","18 Momalong St, Berrigan","$129,000",1,3,380.516666666667,597.104,"ForSale",NA
300,"Turramurra","30/157 The Springs Road, Sussex Inlet","$165,000",1,1,28.3,23.022,"ForSale",NA
